"MatchId";"Team";"Min";"Pts";"O";"D";"T";"As";"St";"To";"Fv";"Ag";"Cm";"Rv";"PIR";"x2M";"x2A";"x3M";"x3A";"FTM";"FTA";"Opponent";"Local"
48;"Zenit St Petersburg";200;70;6;20;26;19;6;16;0;4;20;21;71;22;41;6;14;8;12;"CSKA Moscow";1
49;"Fenerbahce Beko Istanbul";200;76;10;13;23;15;7;12;0;0;25;26;67;18;38;8;21;16;26;"Zalgiris Kaunas";1
5;"Zalgiris Kaunas";200;58;17;22;39;13;6;17;1;7;16;22;52;13;36;8;25;8;15;"KIROLBET Baskonia Vitoria-Gasteiz";1
50;"Valencia Basket";200;81;10;24;34;21;4;11;0;2;16;27;104;18;32;8;21;21;28;"LDLC ASVEL Villeurbanne";1
51;"AX Armani Exchange Milan";200;83;8;31;39;16;7;13;4;1;24;18;93;17;38;14;28;7;8;"FC Barcelona";1
52;"Olympiacos Piraeus";200;65;7;25;32;10;5;11;2;3;21;23;55;18;41;6;21;11;20;"Maccabi FOX Tel Aviv";1
53;"KIROLBET Baskonia Vitoria-Gasteiz";200;93;13;29;42;15;5;14;6;4;22;26;117;20;38;12;22;17;19;"FC Bayern Munich";1
54;"Real Madrid";200;85;6;26;32;22;13;18;4;2;17;25;112;22;32;7;20;20;29;"ALBA Berlin";1
55;"Zenit St Petersburg";200;73;14;17;31;19;8;17;1;2;14;20;79;20;34;9;30;6;11;"Khimki Moscow Region";1
56;"Crvena Zvezda mts Belgrade";200;60;7;24;31;11;2;12;3;7;18;18;52;12;31;8;21;12;16;"Real Madrid";1
57;"Olympiacos Piraeus";200;67;12;20;32;14;5;17;2;2;16;15;61;16;32;8;28;11;14;"Anadolu Efes Istanbul";1
58;"Maccabi FOX Tel Aviv";200;104;8;28;36;21;12;15;0;2;24;22;123;25;41;11;22;21;25;"ALBA Berlin";1
59;"AX Armani Exchange Milan";200;81;2;24;26;14;9;14;2;1;21;21;90;16;30;10;22;19;20;"KIROLBET Baskonia Vitoria-Gasteiz";1
6;"Anadolu Efes Istanbul";200;64;13;24;37;18;4;10;2;5;15;18;65;14;32;10;39;6;7;"FC Barcelona";1
60;"Fenerbahce Beko Istanbul";200;90;3;17;20;24;6;9;3;0;22;20;109;20;30;12;24;14;15;"FC Bayern Munich";1
61;"Zalgiris Kaunas";200;86;8;13;21;19;5;10;0;0;19;17;87;21;31;11;30;11;14;"FC Barcelona";1
62;"Panathinaikos OPAP Athens";200;91;6;29;35;19;6;14;3;3;18;19;105;24;45;10;19;13;16;"Valencia Basket";1
63;"LDLC ASVEL Villeurbanne";200;67;9;27;36;9;3;14;1;2;21;23;60;11;31;9;25;18;24;"CSKA Moscow";1
64;"Khimki Moscow Region";200;87;5;27;32;17;5;12;5;1;17;11;97;21;34;12;27;9;11;"AX Armani Exchange Milan";1
65;"Anadolu Efes Istanbul";200;90;7;24;31;20;2;17;4;2;17;26;112;22;30;7;22;25;27;"Zenit St Petersburg";1
66;"Panathinaikos OPAP Athens";250;105;16;24;40;24;8;14;3;1;19;21;116;30;54;9;30;18;24;"ALBA Berlin";1
67;"KIROLBET Baskonia Vitoria-Gasteiz";200;83;9;18;27;16;9;18;4;4;15;27;86;12;29;11;27;26;36;"Maccabi FOX Tel Aviv";1
68;"Real Madrid";200;86;11;30;41;17;10;13;4;1;24;23;105;20;35;8;27;22;26;"FC Barcelona";1
69;"CSKA Moscow";200;88;13;26;39;16;5;9;6;2;16;18;110;17;36;13;28;15;16;"Fenerbahce Beko Istanbul";1
7;"ALBA Berlin";200;85;11;31;42;23;5;10;4;4;19;17;106;19;40;13;29;8;8;"Zenit St Petersburg";1
70;"Crvena Zvezda mts Belgrade";225;72;13;24;37;14;14;13;6;7;20;21;72;20;48;6;25;14;19;"LDLC ASVEL Villeurbanne";1
71;"Olympiacos Piraeus";200;83;6;26;32;17;4;12;5;0;26;28;100;19;28;8;26;21;25;"Zalgiris Kaunas";1
72;"Valencia Basket";200;82;8;27;35;16;14;10;1;2;12;19;110;24;37;9;25;7;11;"FC Bayern Munich";1
73;"Zalgiris Kaunas";200;85;10;28;38;19;2;13;3;3;24;21;90;15;34;11;27;22;25;"Panathinaikos OPAP Athens";1
74;"ALBA Berlin";200;93;8;26;34;20;5;11;6;2;15;18;117;21;36;12;25;15;18;"Crvena Zvezda mts Belgrade";1
75;"FC Bayern Munich";200;85;8;20;28;19;9;11;1;1;20;22;100;24;44;6;13;19;24;"Olympiacos Piraeus";1
76;"LDLC ASVEL Villeurbanne";200;84;9;19;28;22;2;8;3;1;28;19;85;21;31;9;29;15;21;"Anadolu Efes Istanbul";1
77;"AX Armani Exchange Milan";200;92;7;23;30;20;5;11;2;4;21;24;104;20;37;11;24;19;22;"Maccabi FOX Tel Aviv";1
78;"Real Madrid";200;104;6;33;39;21;4;12;5;2;15;18;133;26;45;13;22;13;14;"Khimki Moscow Region";1
79;"Valencia Basket";200;94;13;22;35;20;4;11;2;2;20;21;107;17;36;16;29;12;16;"Zenit St Petersburg";1
8;"LDLC ASVEL Villeurbanne";200;82;9;24;33;17;3;9;5;1;22;18;94;25;44;7;18;11;13;"Olympiacos Piraeus";1
80;"FC Barcelona";200;89;11;28;39;22;9;12;1;2;18;16;109;23;39;11;29;10;11;"Fenerbahce Beko Istanbul";1
81;"KIROLBET Baskonia Vitoria-Gasteiz";200;80;7;32;39;11;11;18;7;4;22;27;89;17;34;7;24;25;33;"CSKA Moscow";1
82;"Zalgiris Kaunas";200;59;13;22;35;12;4;10;3;1;22;24;61;17;35;3;21;16;23;"Crvena Zvezda mts Belgrade";1
83;"ALBA Berlin";200;80;6;21;27;19;4;14;2;3;19;22;86;11;27;13;27;19;21;"Olympiacos Piraeus";1
84;"AX Armani Exchange Milan";200;76;12;24;36;19;4;10;8;2;23;13;78;16;38;12;31;8;10;"Anadolu Efes Istanbul";1
85;"Valencia Basket";200;89;17;27;44;17;3;9;1;4;16;24;107;28;48;6;22;15;21;"Khimki Moscow Region";1
86;"FC Bayern Munich";200;75;9;26;35;15;5;10;5;2;14;21;91;23;43;7;21;8;13;"Panathinaikos OPAP Athens";1
87;"LDLC ASVEL Villeurbanne";200;72;14;13;27;19;8;8;1;5;23;15;61;19;44;9;26;7;10;"Fenerbahce Beko Istanbul";1
88;"FC Barcelona";200;96;11;26;37;20;6;10;3;1;18;30;123;23;39;11;25;17;27;"Maccabi FOX Tel Aviv";1
89;"KIROLBET Baskonia Vitoria-Gasteiz";200;70;14;29;43;14;4;15;3;1;18;19;78;22;38;7;27;5;10;"Zenit St Petersburg";1
9;"Valencia Basket";200;71;9;23;32;15;5;10;4;3;19;24;77;17;36;5;21;22;29;"CSKA Moscow";1
90;"Real Madrid";200;97;6;31;37;15;8;12;5;1;21;23;117;25;41;10;24;17;21;"CSKA Moscow";1
91;"Fenerbahce Beko Istanbul";200;89;5;24;29;17;9;13;2;2;13;16;106;23;36;13;24;4;8;"Khimki Moscow Region";1
92;"Crvena Zvezda mts Belgrade";200;76;6;21;27;17;8;16;4;0;25;19;81;19;34;7;19;17;19;"Valencia Basket";1
93;"ALBA Berlin";200;69;7;26;33;15;9;17;2;1;21;24;75;18;40;5;14;18;25;"Zalgiris Kaunas";1
94;"Panathinaikos OPAP Athens";200;100;12;29;41;21;6;7;2;2;19;15;122;22;41;13;28;17;18;"KIROLBET Baskonia Vitoria-Gasteiz";1
95;"Maccabi FOX Tel Aviv";200;93;9;30;39;20;8;12;1;2;26;21;108;25;39;9;22;16;23;"LDLC ASVEL Villeurbanne";1
96;"Zenit St Petersburg";200;71;15;22;37;17;6;9;3;4;20;13;71;24;51;7;20;2;5;"Real Madrid";1
97;"Anadolu Efes Istanbul";200;104;9;25;34;23;8;15;5;1;17;18;135;22;30;14;28;18;20;"FC Bayern Munich";1
98;"Olympiacos Piraeus";200;91;9;28;37;14;6;10;0;1;21;27;110;24;38;8;21;19;25;"AX Armani Exchange Milan";1
99;"FC Barcelona";200;67;8;20;28;14;7;16;1;0;18;18;63;22;38;2;18;17;23;"CSKA Moscow";1
1;"Maccabi FOX Tel Aviv";200;83;10;29;39;15;6;15;3;1;22;23;93;26;40;4;22;19;25;"Khimki Moscow Region";0
10;"FC Bayern Munich";200;68;8;26;34;14;3;11;6;3;21;16;70;21;43;4;13;14;19;"CSKA Moscow";0
100;"Zalgiris Kaunas";225;82;15;33;48;12;1;15;2;5;20;24;86;24;51;6;18;16;20;"CSKA Moscow";0
101;"FC Bayern Munich";200;55;4;27;31;10;5;19;3;4;18;20;49;12;28;4;19;19;22;"Maccabi FOX Tel Aviv";0
102;"Crvena Zvezda mts Belgrade";200;77;9;31;40;13;3;10;6;3;22;17;87;18;39;10;22;11;12;"AX Armani Exchange Milan";0
103;"Valencia Basket";200;99;13;20;33;18;3;8;2;7;22;21;100;21;40;12;28;21;25;"Real Madrid";0
104;"LDLC ASVEL Villeurbanne";200;70;12;25;37;19;3;11;1;3;23;17;71;22;44;5;21;11;12;"Zenit St Petersburg";0
105;"FC Barcelona";200;102;11;23;34;24;5;13;2;5;17;24;122;24;43;12;22;18;23;"Khimki Moscow Region";0
106;"ALBA Berlin";225;102;11;22;33;23;8;13;1;1;28;25;110;19;38;14;29;22;28;"Fenerbahce Beko Istanbul";0
107;"Olympiacos Piraeus";225;93;12;36;48;20;5;12;3;4;22;25;108;20;43;11;25;20;31;"Panathinaikos OPAP Athens";0
108;"Anadolu Efes Istanbul";200;102;7;26;33;27;7;9;3;1;15;14;133;25;32;15;32;7;11;"KIROLBET Baskonia Vitoria-Gasteiz";0
109;"ALBA Berlin";200;87;16;21;37;23;3;15;0;3;20;21;92;22;43;8;23;19;24;"Khimki Moscow Region";0
11;"Fenerbahce Beko Istanbul";200;56;11;19;30;14;5;12;3;4;24;22;46;10;29;9;29;9;14;"Crvena Zvezda mts Belgrade";0
110;"Anadolu Efes Istanbul";200;81;7;24;31;17;8;12;0;1;15;16;95;23;34;5;21;20;23;"Fenerbahce Beko Istanbul";0
111;"KIROLBET Baskonia Vitoria-Gasteiz";200;72;10;23;33;14;6;16;5;3;21;19;73;15;34;10;23;12;16;"Crvena Zvezda mts Belgrade";0
112;"CSKA Moscow";200;80;18;26;44;16;8;17;1;2;18;19;86;20;40;8;29;16;20;"Maccabi FOX Tel Aviv";0
113;"Olympiacos Piraeus";200;77;6;25;31;18;7;19;0;1;18;15;80;22;41;9;17;6;9;"Real Madrid";0
114;"Valencia Basket";200;86;8;18;26;21;2;15;1;0;20;20;93;17;23;13;29;13;19;"Zalgiris Kaunas";0
115;"Zenit St Petersburg";200;69;18;15;33;12;4;12;1;1;20;24;61;14;31;10;36;11;17;"FC Bayern Munich";0
116;"AX Armani Exchange Milan";200;82;6;22;28;22;4;10;2;2;23;26;97;17;37;8;15;24;29;"LDLC ASVEL Villeurbanne";0
117;"Panathinaikos OPAP Athens";200;86;6;20;26;19;7;9;1;1;22;16;89;26;38;7;23;13;19;"FC Barcelona";0
118;"Maccabi FOX Tel Aviv";200;82;5;24;29;22;10;17;4;1;18;21;103;20;35;8;18;18;22;"Zenit St Petersburg";0
119;"Anadolu Efes Istanbul";200;74;17;24;41;16;8;12;2;2;21;17;87;27;49;6;20;2;2;"Zalgiris Kaunas";0
12;"Panathinaikos OPAP Athens";200;78;11;22;33;14;6;17;3;3;19;21;76;20;35;8;20;14;27;"LDLC ASVEL Villeurbanne";0
120;"AX Armani Exchange Milan";200;67;14;29;43;7;0;14;1;4;23;18;55;22;49;5;14;8;12;"Real Madrid";0
121;"Fenerbahce Beko Istanbul";200;78;9;18;27;18;11;11;1;0;22;23;89;22;38;5;23;19;21;"Panathinaikos OPAP Athens";0
122;"LDLC ASVEL Villeurbanne";200;67;5;24;29;14;4;21;1;3;24;15;49;16;37;11;20;2;5;"FC Barcelona";0
123;"KIROLBET Baskonia Vitoria-Gasteiz";200;77;15;24;39;10;3;16;5;0;25;16;70;24;46;8;22;5;8;"Valencia Basket";0
124;"Crvena Zvezda mts Belgrade";200;74;8;21;29;19;3;10;1;4;19;18;78;18;35;9;20;11;16;"CSKA Moscow";0
125;"FC Bayern Munich";225;77;12;30;42;17;6;25;4;6;25;21;74;17;33;10;26;13;18;"ALBA Berlin";0
126;"Khimki Moscow Region";225;98;14;24;38;18;5;17;5;2;30;21;89;16;34;16;40;18;23;"Olympiacos Piraeus";0
127;"Zenit St Petersburg";200;84;9;19;28;24;4;14;5;0;25;22;95;19;33;12;26;10;15;"Fenerbahce Beko Istanbul";0
128;"Panathinaikos OPAP Athens";200;79;10;22;32;13;2;12;5;5;20;14;74;22;41;8;20;11;14;"Maccabi FOX Tel Aviv";0
129;"Valencia Basket";200;71;15;25;40;15;6;11;1;1;20;22;79;18;36;6;28;17;21;"AX Armani Exchange Milan";0
13;"Maccabi FOX Tel Aviv";200;85;8;25;33;9;7;7;2;0;26;19;87;22;37;10;27;11;14;"Real Madrid";0
130;"Real Madrid";200;77;7;35;42;20;6;15;2;3;20;17;93;20;37;10;23;7;10;"KIROLBET Baskonia Vitoria-Gasteiz";0
131;"Zalgiris Kaunas";200;74;7;18;25;19;10;11;2;2;16;25;90;19;35;5;21;21;25;"Khimki Moscow Region";0
132;"CSKA Moscow";200;81;15;23;38;16;4;16;7;0;22;16;91;22;36;9;25;10;13;"Anadolu Efes Istanbul";0
133;"Olympiacos Piraeus";200;81;6;26;32;17;6;13;1;0;22;23;93;18;33;8;21;21;25;"Crvena Zvezda mts Belgrade";0
134;"FC Barcelona";200;77;8;25;33;17;11;16;4;2;21;18;93;26;38;3;19;16;16;"FC Bayern Munich";0
135;"ALBA Berlin";200;81;14;18;32;17;4;8;2;5;19;24;86;26;47;3;19;20;25;"LDLC ASVEL Villeurbanne";0
136;"AX Armani Exchange Milan";200;75;9;25;34;16;7;11;5;3;21;18;80;23;43;6;21;11;16;"CSKA Moscow";0
137;"Maccabi FOX Tel Aviv";200;79;16;21;37;21;7;13;1;4;16;13;79;19;42;10;30;11;14;"Anadolu Efes Istanbul";0
138;"KIROLBET Baskonia Vitoria-Gasteiz";200;57;15;18;33;10;10;19;1;3;24;18;42;20;43;3;19;8;10;"ALBA Berlin";0
139;"Real Madrid";200;87;18;27;45;24;6;9;2;3;12;20;113;17;34;14;40;11;15;"Panathinaikos OPAP Athens";0
14;"FC Barcelona";200;87;13;21;34;20;6;9;1;2;20;19;99;20;45;10;20;17;19;"Zenit St Petersburg";0
140;"Khimki Moscow Region";200;88;9;20;29;19;6;13;0;2;22;21;94;24;39;9;21;13;18;"LDLC ASVEL Villeurbanne";0
141;"Crvena Zvezda mts Belgrade";200;65;14;30;44;14;4;18;3;6;23;17;68;20;44;7;14;4;5;"Zenit St Petersburg";0
142;"Valencia Basket";225;100;23;27;50;22;9;14;1;2;24;26;118;24;44;9;30;25;34;"Fenerbahce Beko Istanbul";0
143;"Zalgiris Kaunas";200;98;12;15;27;29;9;7;4;3;19;20;127;22;37;13;28;15;16;"FC Bayern Munich";0
144;"Olympiacos Piraeus";200;80;10;25;35;18;6;16;4;2;22;18;83;26;45;6;21;10;14;"FC Barcelona";0
145;"FC Bayern Munich";200;63;14;15;29;13;9;10;1;6;20;20;50;19;42;4;21;13;22;"Crvena Zvezda mts Belgrade";0
146;"Maccabi FOX Tel Aviv";200;68;16;26;42;17;6;19;4;5;30;19;60;14;34;9;26;13;18;"Zalgiris Kaunas";0
147;"Fenerbahce Beko Istanbul";200;96;11;16;27;20;11;10;0;1;20;18;110;17;34;16;29;14;15;"Olympiacos Piraeus";0
148;"FC Barcelona";200;74;7;25;32;18;6;16;2;2;18;21;88;17;30;10;23;10;13;"KIROLBET Baskonia Vitoria-Gasteiz";0
149;"Panathinaikos OPAP Athens";225;106;12;33;45;28;7;8;4;2;19;23;136;29;55;9;24;21;28;"CSKA Moscow";0
15;"KIROLBET Baskonia Vitoria-Gasteiz";200;76;20;23;43;13;10;11;4;7;21;26;77;23;48;4;20;18;33;"Khimki Moscow Region";0
150;"Khimki Moscow Region";200;82;11;16;27;21;1;12;0;4;25;17;76;21;35;10;26;10;11;"Anadolu Efes Istanbul";0
151;"Real Madrid";200;87;7;32;39;19;6;13;7;2;16;24;119;20;34;10;24;17;21;"LDLC ASVEL Villeurbanne";0
152;"Zenit St Petersburg";200;72;11;22;33;20;6;12;2;1;23;20;76;19;38;9;24;7;14;"AX Armani Exchange Milan";0
153;"ALBA Berlin";200;77;9;18;27;20;5;19;1;1;20;13;76;18;27;13;31;2;2;"Valencia Basket";0
154;"Maccabi FOX Tel Aviv";200;95;7;28;35;22;4;11;3;4;23;18;106;20;38;14;27;13;15;"ALBA Berlin";0
155;"Panathinaikos OPAP Athens";200;87;13;24;37;17;6;9;4;3;20;17;93;23;45;10;27;11;15;"AX Armani Exchange Milan";0
156;"Fenerbahce Beko Istanbul";200;79;4;22;26;22;5;17;1;4;19;19;90;11;21;16;27;9;10;"KIROLBET Baskonia Vitoria-Gasteiz";0
157;"Zalgiris Kaunas";200;82;12;15;27;13;7;10;3;4;17;15;77;17;31;13;35;9;12;"Real Madrid";0
158;"Zenit St Petersburg";200;83;13;26;39;23;11;15;2;2;20;23;105;23;39;9;26;10;16;"Khimki Moscow Region";0
159;"CSKA Moscow";200;84;16;29;45;16;5;14;7;0;18;24;108;16;30;11;34;19;23;"FC Bayern Munich";0
16;"ALBA Berlin";225;105;14;27;41;28;4;7;2;3;21;19;127;25;48;14;30;13;15;"Anadolu Efes Istanbul";0
160;"Crvena Zvezda mts Belgrade";200;83;8;22;30;17;4;14;3;4;26;25;85;26;38;6;15;13;25;"LDLC ASVEL Villeurbanne";0
161;"Anadolu Efes Istanbul";200;86;10;30;40;12;5;16;3;6;19;23;93;15;33;13;29;17;18;"FC Barcelona";0
162;"Olympiacos Piraeus";200;93;6;27;33;23;6;8;2;2;28;19;100;21;33;12;32;15;21;"Valencia Basket";0
163;"Real Madrid";200;55;10;27;37;11;5;17;6;3;21;22;51;10;29;9;32;8;10;"CSKA Moscow";0
164;"Valencia Basket";200;84;12;22;34;19;7;11;0;0;12;16;104;20;35;12;29;8;9;"Khimki Moscow Region";0
165;"AX Armani Exchange Milan";200;68;13;27;40;17;5;12;2;4;18;18;69;18;47;7;23;11;13;"Anadolu Efes Istanbul";0
166;"LDLC ASVEL Villeurbanne";200;64;10;22;32;14;7;17;3;2;26;21;58;16;37;5;19;17;20;"Fenerbahce Beko Istanbul";0
167;"ALBA Berlin";200;93;4;19;23;19;6;11;2;1;20;21;106;18;31;13;23;18;21;"Olympiacos Piraeus";0
168;"FC Barcelona";200;85;5;26;31;22;3;17;2;0;23;26;96;18;28;11;26;16;24;"Maccabi FOX Tel Aviv";0
169;"KIROLBET Baskonia Vitoria-Gasteiz";200;66;12;13;25;13;12;20;2;3;20;19;60;17;32;7;25;11;12;"Zenit St Petersburg";0
17;"Valencia Basket";200;63;8;16;24;15;10;20;0;3;21;17;50;15;27;8;27;9;13;"Olympiacos Piraeus";0
170;"Zalgiris Kaunas";200;76;8;27;35;13;6;12;1;4;20;20;84;20;36;8;19;12;16;"Crvena Zvezda mts Belgrade";0
171;"FC Bayern Munich";200;83;7;16;23;24;6;13;1;5;20;18;84;13;30;15;30;12;13;"Panathinaikos OPAP Athens";0
172;"Real Madrid";200;94;7;17;24;23;8;12;2;1;19;25;114;19;31;12;27;20;23;"Khimki Moscow Region";0
173;"FC Barcelona";200;80;13;21;34;14;4;9;2;3;22;25;84;16;39;10;25;18;21;"Fenerbahce Beko Istanbul";0
174;"AX Armani Exchange Milan";200;63;6;30;36;12;5;14;5;2;23;20;60;10;32;11;24;10;17;"Maccabi FOX Tel Aviv";0
175;"KIROLBET Baskonia Vitoria-Gasteiz";200;90;20;19;39;13;4;11;3;3;22;21;94;26;46;7;22;17;22;"CSKA Moscow";0
176;"Valencia Basket";200;86;6;20;26;19;5;16;3;1;16;19;105;21;35;11;17;11;11;"Zenit St Petersburg";0
177;"LDLC ASVEL Villeurbanne";200;74;10;21;31;23;5;11;2;1;15;14;84;18;36;9;26;11;14;"Anadolu Efes Istanbul";0
178;"ALBA Berlin";225;94;14;22;36;19;8;19;3;2;20;23;105;19;31;14;37;14;16;"Crvena Zvezda mts Belgrade";0
179;"FC Bayern Munich";200;72;13;18;31;19;7;13;1;2;20;15;72;14;41;12;21;8;10;"Olympiacos Piraeus";0
18;"Zalgiris Kaunas";200;81;15;16;31;10;7;13;0;5;23;21;76;21;42;6;17;21;22;"AX Armani Exchange Milan";0
180;"Zalgiris Kaunas";200;94;5;20;25;17;7;13;1;0;22;23;105;22;34;10;22;20;23;"Panathinaikos OPAP Athens";0
181;"Valencia Basket";200;70;8;24;32;14;3;13;0;2;18;17;69;19;31;8;29;8;9;"CSKA Moscow";0
182;"Olympiacos Piraeus";200;87;15;18;33;22;7;13;2;2;26;19;92;20;36;12;29;11;15;"Zenit St Petersburg";0
183;"Maccabi FOX Tel Aviv";200;68;10;20;30;20;9;14;2;2;20;17;70;15;29;11;34;5;8;"FC Bayern Munich";0
184;"Crvena Zvezda mts Belgrade";200;82;11;19;30;18;7;14;1;2;17;19;90;23;42;8;20;12;15;"FC Barcelona";0
185;"Khimki Moscow Region";200;79;13;20;33;19;6;15;1;3;30;18;66;19;33;10;35;11;14;"KIROLBET Baskonia Vitoria-Gasteiz";0
186;"AX Armani Exchange Milan";200;64;8;20;28;18;7;12;5;0;18;17;77;26;41;3;16;3;7;"Fenerbahce Beko Istanbul";0
187;"ALBA Berlin";200;80;18;17;35;16;7;10;1;2;17;27;90;18;41;8;26;20;26;"Zalgiris Kaunas";0
188;"LDLC ASVEL Villeurbanne";200;88;16;15;31;16;6;13;1;7;17;17;83;19;42;12;27;14;15;"Panathinaikos OPAP Athens";0
189;"Anadolu Efes Istanbul";200;80;6;24;30;13;5;12;1;3;15;21;93;15;30;10;19;20;23;"Real Madrid";0
19;"Khimki Moscow Region";200;86;8;23;31;17;6;14;6;1;20;20;98;19;29;12;31;12;16;"CSKA Moscow";0
190;"CSKA Moscow";200;78;16;30;46;14;12;14;1;3;17;19;95;23;43;7;25;11;14;"Khimki Moscow Region";0
191;"Fenerbahce Beko Istanbul";200;74;6;25;31;16;7;19;4;1;21;18;81;17;29;10;24;10;12;"ALBA Berlin";0
192;"KIROLBET Baskonia Vitoria-Gasteiz";200;70;11;18;29;16;4;11;1;4;24;19;57;13;32;12;29;8;15;"Olympiacos Piraeus";0
193;"Real Madrid";200;81;8;25;33;16;9;19;8;0;16;25;105;23;36;5;20;20;24;"Maccabi FOX Tel Aviv";0
194;"Zalgiris Kaunas";200;79;7;22;29;10;3;10;0;3;23;22;77;24;40;6;15;13;18;"LDLC ASVEL Villeurbanne";0
195;"Zenit St Petersburg";200;72;20;19;39;18;8;16;1;3;15;18;78;19;38;9;29;7;12;"FC Barcelona";0
196;"FC Bayern Munich";200;78;13;20;33;18;5;16;1;4;22;25;81;20;34;7;22;17;25;"AX Armani Exchange Milan";0
197;"Anadolu Efes Istanbul";200;85;10;28;38;19;8;18;5;3;19;17;98;18;32;14;31;7;10;"Crvena Zvezda mts Belgrade";0
198;"Panathinaikos OPAP Athens";200;87;10;28;38;10;8;10;2;5;21;13;81;27;51;8;21;9;13;"Valencia Basket";0
199;"Anadolu Efes Istanbul";200;82;8;23;31;17;7;14;1;3;20;17;86;19;31;12;27;8;13;"CSKA Moscow";0
2;"Crvena Zvezda mts Belgrade";200;82;15;19;34;10;8;13;2;4;27;17;66;22;50;9;22;11;13;"Panathinaikos OPAP Athens";0
20;"Real Madrid";200;73;8;19;27;18;4;12;2;0;21;24;84;18;32;8;23;13;15;"Zalgiris Kaunas";0
200;"Olympiacos Piraeus";200;69;12;19;31;18;5;17;2;1;17;21;77;19;29;6;26;13;17;"Zalgiris Kaunas";0
201;"FC Bayern Munich";200;65;9;19;28;16;8;22;1;3;22;19;61;18;36;5;14;14;16;"LDLC ASVEL Villeurbanne";0
202;"ALBA Berlin";200;102;15;24;39;23;8;12;0;3;23;26;122;23;46;10;22;26;29;"AX Armani Exchange Milan";0
203;"KIROLBET Baskonia Vitoria-Gasteiz";200;69;7;24;31;11;5;19;2;5;22;16;59;19;35;7;19;10;11;"Real Madrid";0
204;"Fenerbahce Beko Istanbul";200;73;8;24;32;17;4;17;2;1;24;17;77;18;29;10;23;7;9;"Zenit St Petersburg";0
205;"Panathinaikos OPAP Athens";200;73;17;30;47;15;5;18;4;3;27;19;71;23;46;4;22;15;18;"Crvena Zvezda mts Belgrade";0
206;"Khimki Moscow Region";200;77;10;29;39;19;6;8;4;3;22;18;85;17;30;10;36;13;19;"Maccabi FOX Tel Aviv";0
207;"FC Barcelona";200;77;9;26;35;20;4;13;0;2;24;18;79;15;32;11;27;14;17;"Valencia Basket";0
208;"Zalgiris Kaunas";200;91;5;18;23;24;4;14;2;3;23;17;96;12;24;19;31;10;11;"Anadolu Efes Istanbul";0
209;"Real Madrid";200;103;10;23;33;31;6;11;4;0;22;23;133;22;33;16;32;11;18;"ALBA Berlin";0
21;"KIROLBET Baskonia Vitoria-Gasteiz";200;80;6;21;27;16;6;12;6;3;26;24;82;19;32;9;27;15;20;"Fenerbahce Beko Istanbul";0
210;"CSKA Moscow";200;59;8;28;36;11;8;21;1;6;26;17;43;15;34;7;20;8;12;"Olympiacos Piraeus";0
211;"LDLC ASVEL Villeurbanne";200;65;7;18;25;15;1;13;3;0;21;22;58;15;34;7;24;14;17;"KIROLBET Baskonia Vitoria-Gasteiz";0
212;"Crvena Zvezda mts Belgrade";200;72;12;33;45;12;8;21;3;3;22;19;73;18;41;7;21;15;18;"Khimki Moscow Region";0
213;"Maccabi FOX Tel Aviv";200;78;4;21;25;17;5;13;1;0;24;16;82;23;34;7;19;11;11;"Fenerbahce Beko Istanbul";0
214;"Valencia Basket";200;66;12;24;36;20;7;18;3;5;18;23;75;13;26;10;31;10;15;"FC Bayern Munich";0
215;"Zenit St Petersburg";200;81;6;18;24;25;8;19;2;4;22;21;81;19;34;12;25;7;14;"Panathinaikos OPAP Athens";0
216;"AX Armani Exchange Milan";200;80;6;27;33;14;5;12;3;1;21;18;82;21;36;10;26;8;14;"FC Barcelona";0
217;"ALBA Berlin";200;83;11;18;29;15;8;11;2;3;20;18;84;21;40;9;22;14;19;"Zenit St Petersburg";0
218;"LDLC ASVEL Villeurbanne";200;68;13;23;36;13;9;15;0;1;30;18;55;20;44;7;24;7;9;"Olympiacos Piraeus";0
219;"Real Madrid";200;94;11;27;38;30;7;14;4;0;20;15;128;28;39;11;25;5;6;"Fenerbahce Beko Istanbul";0
22;"Crvena Zvezda mts Belgrade";225;69;10;26;36;11;4;19;2;4;26;26;56;11;34;8;25;23;26;"Maccabi FOX Tel Aviv";0
220;"Khimki Moscow Region";200;78;9;30;39;19;3;13;3;1;22;20;90;15;30;11;27;15;20;"AX Armani Exchange Milan";0
221;"Zalgiris Kaunas";200;74;17;26;43;14;5;18;2;3;19;22;86;18;32;9;27;11;13;"KIROLBET Baskonia Vitoria-Gasteiz";0
222;"CSKA Moscow";200;86;13;25;38;14;6;12;3;2;20;25;97;20;32;7;28;25;33;"Crvena Zvezda mts Belgrade";0
223;"Anadolu Efes Istanbul";200;88;7;22;29;22;10;11;2;0;15;16;113;16;27;15;30;11;13;"FC Bayern Munich";0
224;"FC Barcelona";200;92;15;28;43;24;7;11;0;5;18;21;106;19;43;11;29;21;26;"Panathinaikos OPAP Athens";0
225;"Maccabi FOX Tel Aviv";200;85;9;27;36;20;7;7;2;1;20;15;100;18;33;14;35;7;8;"Valencia Basket";0
226;"Panathinaikos OPAP Athens";200;78;4;24;28;14;1;12;4;2;24;19;72;17;34;10;24;14;17;"Real Madrid";0
227;"FC Barcelona";200;82;8;23;31;16;5;13;1;2;20;20;86;15;34;12;25;16;18;"CSKA Moscow";0
