"MatchId";"Opponent";"Team";"Min.x";"Pts";"O";"D";"T";"As";"St";"To";"Fv";"Ag";"Cm";"Rv";"PIR";"x2M";"x2A";"x3M";"x3A";"FTM";"FTA";"Local";"Min.y";"Pts_Opp";"O_Opp";"D_Opp";"T_Opp";"As_Opp";"St_Opp";"To_Opp";"Fv_Opp";"Ag_Opp";"Cm_Opp";"Rv_Opp";"PIR_Opp";"x2M_Opp";"x2A_Opp";"x3M_Opp";"x3A_Opp";"FTM_Opp";"FTA_Opp";"Poss";"Off_Rat";"Def_Rat";"eFG";"eFG_Opp";"TS";"TS_Opp";"Off_Reb";"Def_Reb";"Pct_ass";"Pct_ass_opp";"Pct_To";"Pct_To_opp";"FTR";"FTR_opp";"Win";"Expected_Wins";"Off_Reb_Opp"
145;"FC Bayern Munich";"Crvena Zvezda mts Belgrade";200;93;9;28;37;21;8;11;6;1;20;20;122;27;43;6;15;21;27;1;200;63;14;15;29;13;9;10;1;6;20;20;50;19;42;4;21;13;22;70,8;1,3135593220339;0,889830508474576;0,620689655172414;0,396825396825397;1,33085289066972;0,866813428728674;0,375;0,666666666666667;0,296610169491525;0,18361581920904;0,155367231638418;0,141242937853107;0,362068965517241;0,206349206349206;1;0,995732739071624;0,333333333333333
146;"Maccabi FOX Tel Aviv";"Zalgiris Kaunas";200;73;14;25;39;11;6;14;5;4;19;30;84;14;37;7;21;24;30;1;200;68;16;26;42;17;6;19;4;5;30;19;60;14;34;9;26;13;18;70;1,04285714285714;0,971428571428571;0,422413793103448;0,458333333333333;1,0252808988764;1,00117785630153;0,35;0,609756097560976;0,157142857142857;0,242857142857143;0,2;0,271428571428571;0,413793103448276;0,216666666666667;1;0,72974403428499;0,390243902439024
146;"Zalgiris Kaunas";"Maccabi FOX Tel Aviv";200;68;16;26;42;17;6;19;4;5;30;19;60;14;34;9;26;13;18;0;200;73;14;25;39;11;6;14;5;4;19;30;84;14;37;7;21;24;30;70,2;0,968660968660969;1,03988603988604;0,458333333333333;0,422413793103448;1,00117785630153;1,0252808988764;0,390243902439024;0,65;0,242165242165242;0,156695156695157;0,270655270655271;0,199430199430199;0,216666666666667;0,413793103448276;0;0,27025596571501;0,35
147;"Fenerbahce Beko Istanbul";"Olympiacos Piraeus";200;87;9;20;29;23;5;13;1;0;19;20;106;22;32;8;20;19;24;1;200;96;11;16;27;20;11;10;0;1;20;18;110;17;34;16;29;14;15;65,6;1,32621951219512;1,46341463414634;0,653846153846154;0,650793650793651;1,39066496163683;1,37931034482759;0,36;0,645161290322581;0,350609756097561;0,304878048780488;0,198170731707317;0,152439024390244;0,365384615384615;0,222222222222222;0;0,201304510495151;0,354838709677419
147;"Olympiacos Piraeus";"Fenerbahce Beko Istanbul";200;96;11;16;27;20;11;10;0;1;20;18;110;17;34;16;29;14;15;0;200;87;9;20;29;23;5;13;1;0;19;20;106;22;32;8;20;19;24;68;1,41176470588235;1,27941176470588;0,650793650793651;0,653846153846154;1,37931034482759;1,39066496163683;0,354838709677419;0,64;0,294117647058824;0,338235294117647;0,147058823529412;0,191176470588235;0,222222222222222;0,365384615384615;1;0,798695489504849;0,36
148;"FC Barcelona";"KIROLBET Baskonia Vitoria-Gasteiz";200;76;6;20;26;15;11;13;2;2;21;18;77;12;28;16;33;4;6;1;200;74;7;25;32;18;6;16;2;2;18;21;88;17;30;10;23;10;13;70,4;1,07954545454545;1,05113636363636;0,590163934426229;0,60377358490566;1,19421747328724;1,26021798365123;0,193548387096774;0,740740740740741;0,213068181818182;0,255681818181818;0,184659090909091;0,227272727272727;0,0655737704918033;0,188679245283019;1;0,592269526154127;0,259259259259259
148;"KIROLBET Baskonia Vitoria-Gasteiz";"FC Barcelona";200;74;7;25;32;18;6;16;2;2;18;21;88;17;30;10;23;10;13;0;200;76;6;20;26;15;11;13;2;2;21;18;77;12;28;16;33;4;6;67,2;1,10119047619048;1,13095238095238;0,60377358490566;0,590163934426229;1,26021798365123;1,19421747328724;0,259259259259259;0,806451612903226;0,267857142857143;0,223214285714286;0,238095238095238;0,193452380952381;0,188679245283019;0,0655737704918033;0;0,407730473845872;0,193548387096774
149;"CSKA Moscow";"Panathinaikos OPAP Athens";225;106;12;33;45;28;7;8;4;2;19;23;136;29;55;9;24;21;28;0;225;102;15;31;46;19;2;13;2;4;23;19;97;22;42;15;40;13;21;86,2;1,22969837587007;1,18329466357309;0,537974683544304;0,542682926829268;1,16075339465615;1,11793073213503;0,27906976744186;0,6875;0,324825986078886;0,220417633410673;0,0928074245939675;0,150812064965197;0,265822784810127;0,158536585365854;1;0,63146991070867;0,3125
149;"Panathinaikos OPAP Athens";"CSKA Moscow";225;102;15;31;46;19;2;13;2;4;23;19;97;22;42;15;40;13;21;1;225;106;12;33;45;28;7;8;4;2;19;23;136;29;55;9;24;21;28;88,4;1,15384615384615;1,19909502262443;0,542682926829268;0,537974683544304;1,11793073213503;1,16075339465615;0,3125;0,720930232558139;0,214932126696833;0,316742081447964;0,147058823529412;0,0904977375565611;0,158536585365854;0,265822784810127;0;0,36853008929133;0,279069767441861
15;"Khimki Moscow Region";"KIROLBET Baskonia Vitoria-Gasteiz";200;76;20;23;43;13;10;11;4;7;21;26;77;23;48;4;20;18;33;0;200;79;10;28;38;17;4;14;7;4;26;21;86;22;38;5;24;20;21;72,2;1,05263157894737;1,09418282548476;0,426470588235294;0,475806451612903;0,920988851187591;1,10892756878158;0,416666666666667;0,696969696969697;0,18005540166205;0,235457063711911;0,152354570637119;0,193905817174515;0,264705882352941;0,32258064516129;0;0,367721716908982;0,303030303030303
15;"KIROLBET Baskonia Vitoria-Gasteiz";"Khimki Moscow Region";200;79;10;28;38;17;4;14;7;4;26;21;86;22;38;5;24;20;21;1;200;76;20;23;43;13;10;11;4;7;21;26;77;23;48;4;20;18;33;74,4;1,06182795698925;1,02150537634409;0,475806451612903;0,426470588235294;1,10892756878158;0,920988851187591;0,303030303030303;0,583333333333333;0,228494623655914;0,174731182795699;0,188172043010753;0,147849462365591;0,32258064516129;0,264705882352941;1;0,632278283091018;0,416666666666667
150;"Anadolu Efes Istanbul";"Khimki Moscow Region";200;82;11;16;27;21;1;12;0;4;25;17;76;21;35;10;26;10;11;0;200;101;13;18;31;15;7;8;4;0;17;25;126;19;34;16;30;15;18;66,4;1,23493975903614;1,5210843373494;0,590163934426229;0,671875;1,24544349939247;1,40433815350389;0,379310344827586;0,551724137931034;0,316265060240964;0,225903614457831;0,180722891566265;0,120481927710843;0,163934426229508;0,234375;0;0,0512894935367268;0,448275862068966
150;"Khimki Moscow Region";"Anadolu Efes Istanbul";200;101;13;18;31;15;7;8;4;0;17;25;126;19;34;16;30;15;18;1;200;82;11;16;27;21;1;12;0;4;25;17;76;21;35;10;26;10;11;66,2;1,52567975830816;1,23867069486405;0,671875;0,590163934426229;1,40433815350389;1,24544349939247;0,448275862068966;0,620689655172414;0,226586102719033;0,317220543806646;0,120845921450151;0,181268882175227;0,234375;0,163934426229508;1;0,948710506463273;0,379310344827586
151;"LDLC ASVEL Villeurbanne";"Real Madrid";200;87;7;32;39;19;6;13;7;2;16;24;119;20;34;10;24;17;21;0;200;77;16;24;40;15;8;10;2;7;24;16;66;16;47;11;27;12;16;72,4;1,20165745856354;1,06353591160221;0,603448275862069;0,439189189189189;1,29387269482451;0,950148075024679;0,225806451612903;0,666666666666667;0,262430939226519;0,207182320441989;0,179558011049724;0,138121546961326;0,293103448275862;0,162162162162162;1;0,846763344282322;0,333333333333333
151;"Real Madrid";"LDLC ASVEL Villeurbanne";200;77;16;24;40;15;8;10;2;7;24;16;66;16;47;11;27;12;16;1;200;87;7;32;39;19;6;13;7;2;16;24;119;20;34;10;24;17;21;74,4;1,03494623655914;1,16935483870968;0,439189189189189;0,603448275862069;0,950148075024679;1,29387269482451;0,333333333333333;0,774193548387097;0,201612903225806;0,255376344086022;0,134408602150538;0,174731182795699;0,162162162162162;0,293103448275862;0;0,153236655717678;0,225806451612903
152;"AX Armani Exchange Milan";"Zenit St Petersburg";200;72;11;22;33;20;6;12;2;1;23;20;76;19;38;9;24;7;14;0;200;73;10;26;36;10;4;14;1;2;20;23;75;16;33;6;21;23;27;68,6;1,04956268221574;1,06413994169096;0,524193548387097;0,462962962962963;1,05633802816901;1,10807528840316;0,297297297297297;0,6875;0,291545189504373;0,145772594752187;0,174927113702624;0,204081632653061;0,112903225806452;0,425925925925926;0;0,451872835332231;0,3125
152;"Zenit St Petersburg";"AX Armani Exchange Milan";200;73;10;26;36;10;4;14;1;2;20;23;75;16;33;6;21;23;27;1;200;72;11;22;33;20;6;12;2;1;23;20;76;19;38;9;24;7;14;68,8;1,06104651162791;1,04651162790698;0,462962962962963;0,524193548387097;1,10807528840316;1,05633802816901;0,3125;0,702702702702703;0,145348837209302;0,290697674418605;0,203488372093023;0,174418604651163;0,425925925925926;0,112903225806452;1;0,548127164667769;0,297297297297297
153;"ALBA Berlin";"Valencia Basket";200;91;15;16;31;21;10;13;1;1;13;20;114;22;40;10;24;17;18;1;200;77;9;18;27;20;5;19;1;1;20;13;76;18;27;13;31;2;2;69,2;1,3150289017341;1,11271676300578;0,578125;0,646551724137931;1,26529477196885;1,30774456521739;0,454545454545455;0,64;0,303468208092486;0,289017341040462;0,187861271676301;0,274566473988439;0,265625;0,0344827586206897;1;0,912036430186572;0,36
153;"Valencia Basket";"ALBA Berlin";200;77;9;18;27;20;5;19;1;1;20;13;76;18;27;13;31;2;2;0;200;91;15;16;31;21;10;13;1;1;13;20;114;22;40;10;24;17;18;68,8;1,11918604651163;1,32267441860465;0,646551724137931;0,578125;1,30774456521739;1,26529477196885;0,36;0,545454545454545;0,290697674418605;0,305232558139535;0,276162790697674;0,188953488372093;0,0344827586206897;0,265625;0;0,0879635698134283;0,454545454545455
154;"ALBA Berlin";"Maccabi FOX Tel Aviv";200;95;7;28;35;22;4;11;3;4;23;18;106;20;38;14;27;13;15;0;200;89;16;22;38;22;8;10;4;3;18;23;106;24;44;7;28;20;26;75;1,26666666666667;1,18666666666667;0,630769230769231;0,479166666666667;1,3268156424581;1,06663470757431;0,241379310344828;0,636363636363636;0,293333333333333;0,293333333333333;0,146666666666667;0,133333333333333;0,2;0,277777777777778;1;0,71368872323365;0,363636363636364
154;"Maccabi FOX Tel Aviv";"ALBA Berlin";200;89;16;22;38;22;8;10;4;3;18;23;106;24;44;7;28;20;26;1;200;95;7;28;35;22;4;11;3;4;23;18;106;20;38;14;27;13;15;76,4;1,16492146596859;1,2434554973822;0,479166666666667;0,630769230769231;1,06663470757431;1,3268156424581;0,363636363636364;0,758620689655172;0,287958115183246;0,287958115183246;0,130890052356021;0,143979057591623;0,277777777777778;0,2;0;0,286311276766349;0,241379310344828
155;"AX Armani Exchange Milan";"Panathinaikos OPAP Athens";200;87;13;24;37;17;6;9;4;3;20;17;93;23;45;10;27;11;15;0;200;96;14;23;37;17;5;11;3;4;17;19;104;20;41;14;30;14;18;74;1,17567567567568;1,2972972972973;0,527777777777778;0,577464788732394;1,10687022900763;1,21642169285352;0,361111111111111;0,631578947368421;0,22972972972973;0,22972972972973;0,121621621621622;0,148648648648649;0,152777777777778;0,197183098591549;0;0,201304510495151;0,368421052631579
155;"Panathinaikos OPAP Athens";"AX Armani Exchange Milan";200;96;14;23;37;17;5;11;3;4;17;19;104;20;41;14;30;14;18;1;200;87;13;24;37;17;6;9;4;3;20;17;93;23;45;10;27;11;15;75,2;1,27659574468085;1,15691489361702;0,577464788732394;0,527777777777778;1,21642169285352;1,10687022900763;0,368421052631579;0,638888888888889;0,226063829787234;0,226063829787234;0,146276595744681;0,11968085106383;0,197183098591549;0,152777777777778;1;0,798695489504849;0,361111111111111
156;"Fenerbahce Beko Istanbul";"KIROLBET Baskonia Vitoria-Gasteiz";200;65;11;16;27;15;9;18;4;1;19;19;67;18;32;6;22;11;15;1;200;79;4;22;26;22;5;17;1;4;19;19;90;11;21;16;27;9;10;67;0,970149253731343;1,17910447761194;0,5;0,729166666666667;1,07260726072607;1,50763358778626;0,333333333333333;0,8;0,223880597014925;0,328358208955224;0,26865671641791;0,253731343283582;0,203703703703704;0,1875;0;0,0611774310550372;0,2
156;"KIROLBET Baskonia Vitoria-Gasteiz";"Fenerbahce Beko Istanbul";200;79;4;22;26;22;5;17;1;4;19;19;90;11;21;16;27;9;10;0;200;65;11;16;27;15;9;18;4;1;19;19;67;18;32;6;22;11;15;65;1,21538461538462;1;0,729166666666667;0,5;1,50763358778626;1,07260726072607;0,2;0,666666666666667;0,338461538461538;0,230769230769231;0,261538461538462;0,276923076923077;0,1875;0,203703703703704;1;0,938822568944963;0,333333333333333
157;"Real Madrid";"Zalgiris Kaunas";200;82;12;15;27;13;7;10;3;4;17;15;77;17;31;13;35;9;12;0;200;88;6;25;31;20;3;15;4;3;15;17;107;18;27;13;26;13;14;68,8;1,19186046511628;1,27906976744186;0,553030303030303;0,707547169811321;1,15039281705948;1,48749154834348;0,324324324324324;0,714285714285714;0,188953488372093;0,290697674418605;0,145348837209302;0,218023255813953;0,136363636363636;0,245283018867925;0;0,27117961260537;0,285714285714286
157;"Zalgiris Kaunas";"Real Madrid";200;88;6;25;31;20;3;15;4;3;15;17;107;18;27;13;26;13;14;1;200;82;12;15;27;13;7;10;3;4;17;15;77;17;31;13;35;9;12;67,6;1,30177514792899;1,21301775147929;0,707547169811321;0,553030303030303;1,48749154834348;1,15039281705948;0,285714285714286;0,675675675675676;0,29585798816568;0,192307692307692;0,22189349112426;0,14792899408284;0,245283018867925;0,136363636363636;1;0,72882038739463;0,324324324324324
158;"Khimki Moscow Region";"Zenit St Petersburg";200;83;13;26;39;23;11;15;2;2;20;23;105;23;39;9;26;10;16;0;200;81;8;21;29;18;11;14;2;2;23;20;85;17;29;11;32;14;18;73,4;1,13079019073569;1,10354223433243;0,561538461538462;0,549180327868853;1,15213770127707;1,17527568195009;0,382352941176471;0,764705882352941;0,313351498637602;0,245231607629428;0,204359673024523;0,190735694822888;0,153846153846154;0,229508196721311;1;0,584550071251692;0,235294117647059
158;"Zenit St Petersburg";"Khimki Moscow Region";200;81;8;21;29;18;11;14;2;2;23;20;85;17;29;11;32;14;18;1;200;83;13;26;39;23;11;15;2;2;20;23;105;23;39;9;26;10;16;74,2;1,09164420485175;1,11859838274933;0,549180327868853;0,561538461538462;1,17527568195009;1,15213770127707;0,235294117647059;0,617647058823529;0,242587601078167;0,309973045822102;0,188679245283019;0,202156334231806;0,229508196721311;0,153846153846154;0;0,415449928748308;0,382352941176471
159;"CSKA Moscow";"FC Bayern Munich";200;77;11;22;33;19;7;11;0;7;24;17;68;18;41;11;27;8;12;1;200;84;16;29;45;16;5;14;7;0;18;24;108;16;30;11;34;19;23;72,8;1,05769230769231;1,15384615384615;0,507352941176471;0,5078125;1,05076419213974;1,1332973556395;0,275;0,578947368421053;0,260989010989011;0,21978021978022;0,151098901098901;0,192307692307692;0,117647058823529;0,296875;0;0,228260545692676;0,421052631578947
159;"FC Bayern Munich";"CSKA Moscow";200;84;16;29;45;16;5;14;7;0;18;24;108;16;30;11;34;19;23;0;200;77;11;22;33;19;7;11;0;7;24;17;68;18;41;11;27;8;12;71,2;1,17977528089888;1,0814606741573;0,5078125;0,507352941176471;1,1332973556395;1,05076419213974;0,421052631578947;0,725;0,224719101123595;0,26685393258427;0,196629213483146;0,154494382022472;0,296875;0,117647058823529;1;0,771739454307323;0,275
16;"ALBA Berlin";"Anadolu Efes Istanbul";225;106;7;22;29;28;5;6;3;2;19;21;130;27;48;11;20;19;24;1;225;105;14;27;41;28;4;7;2;3;21;19;127;25;48;14;30;13;15;76,6;1,38381201044386;1,37075718015666;0,639705882352941;0,58974358974359;1,34928716904277;1,24113475177305;0,205882352941176;0,611111111111111;0,365535248041776;0,365535248041776;0,0783289817232376;0,0913838120104439;0,279411764705882;0,166666666666667;1;0,533127004414368;0,388888888888889
16;"Anadolu Efes Istanbul";"ALBA Berlin";225;105;14;27;41;28;4;7;2;3;21;19;127;25;48;14;30;13;15;0;225;106;7;22;29;28;5;6;3;2;19;21;130;27;48;11;20;19;24;77;1,36363636363636;1,37662337662338;0,58974358974359;0,639705882352941;1,24113475177305;1,34928716904277;0,388888888888889;0,794117647058823;0,363636363636364;0,363636363636364;0,0909090909090909;0,0779220779220779;0,166666666666667;0,279411764705882;0;0,466872995585632;0,205882352941177
160;"Crvena Zvezda mts Belgrade";"LDLC ASVEL Villeurbanne";200;80;10;19;29;14;5;11;4;3;26;24;78;21;36;6;23;20;26;1;200;83;8;22;30;17;4;14;3;4;26;25;85;26;38;6;15;13;25;70,4;1,13636363636364;1,17897727272727;0,508474576271186;0,660377358490566;1,13571834185122;1,296875;0,3125;0,703703703703704;0,198863636363636;0,241477272727273;0,15625;0,198863636363636;0,338983050847458;0,245283018867925;0;0,373929519636215;0,296296296296296
160;"LDLC ASVEL Villeurbanne";"Crvena Zvezda mts Belgrade";200;83;8;22;30;17;4;14;3;4;26;25;85;26;38;6;15;13;25;0;200;80;10;19;29;14;5;11;4;3;26;24;78;21;36;6;23;20;26;69;1,20289855072464;1,15942028985507;0,660377358490566;0,508474576271186;1,296875;1,13571834185122;0,296296296296296;0,6875;0,246376811594203;0,202898550724638;0,202898550724638;0,159420289855072;0,245283018867925;0,338983050847458;1;0,626070480363785;0,3125
161;"Anadolu Efes Istanbul";"FC Barcelona";200;82;10;21;31;24;8;11;6;3;23;19;89;16;33;12;32;14;21;1;200;86;10;30;40;12;5;16;3;6;19;23;93;15;33;13;29;17;18;74,4;1,10215053763441;1,15591397849462;0,523076923076923;0,556451612903226;1,10452586206897;1,22997711670481;0,25;0,67741935483871;0,32258064516129;0,161290322580645;0,147849462365591;0,21505376344086;0,215384615384615;0,274193548387097;0;0,339215383675354;0,32258064516129
161;"FC Barcelona";"Anadolu Efes Istanbul";200;86;10;30;40;12;5;16;3;6;19;23;93;15;33;13;29;17;18;0;200;82;10;21;31;24;8;11;6;3;23;19;89;16;33;12;32;14;21;75,2;1,1436170212766;1,09042553191489;0,556451612903226;0,523076923076923;1,22997711670481;1,10452586206897;0,32258064516129;0,75;0,159574468085106;0,319148936170213;0,212765957446809;0,146276595744681;0,274193548387097;0,215384615384615;1;0,660784616324645;0,25
162;"Olympiacos Piraeus";"Valencia Basket";200;91;12;29;41;9;3;9;2;2;19;28;102;17;34;10;28;27;34;1;200;93;6;27;33;23;6;8;2;2;28;19;100;21;33;12;32;15;21;72,6;1,2534435261708;1,28099173553719;0,516129032258065;0,6;1,18243243243243;1,25269396551724;0,307692307692308;0,828571428571429;0,12396694214876;0,316804407713499;0,12396694214876;0,110192837465565;0,435483870967742;0,230769230769231;0;0,424492038168797;0,171428571428571
162;"Valencia Basket";"Olympiacos Piraeus";200;93;6;27;33;23;6;8;2;2;28;19;100;21;33;12;32;15;21;0;200;91;12;29;41;9;3;9;2;2;19;28;102;17;34;10;28;27;34;75,4;1,23342175066313;1,20689655172414;0,6;0,516129032258065;1,25269396551724;1,18243243243243;0,171428571428571;0,692307692307692;0,305039787798408;0,119363395225464;0,106100795755968;0,119363395225464;0,230769230769231;0,435483870967742;1;0,575507961831203;0,307692307692308
163;"CSKA Moscow";"Real Madrid";200;55;10;27;37;11;5;17;6;3;21;22;51;10;29;9;32;8;10;0;200;60;12;32;44;6;8;16;3;6;23;21;58;15;39;5;20;15;15;72;0,763888888888889;0,833333333333333;0,385245901639344;0,38135593220339;0,840978593272171;0,914634146341463;0,238095238095238;0,692307692307692;0,152777777777778;0,0833333333333333;0,236111111111111;0,222222222222222;0,131147540983607;0,254237288135593;0;0,228260545692676;0,307692307692308
163;"Real Madrid";"CSKA Moscow";200;60;12;32;44;6;8;16;3;6;23;21;58;15;39;5;20;15;15;1;200;55;10;27;37;11;5;17;6;3;21;22;51;10;29;9;32;8;10;69;0,869565217391304;0,797101449275362;0,38135593220339;0,385245901639344;0,914634146341463;0,840978593272171;0,307692307692308;0,761904761904762;0,0869565217391304;0,159420289855072;0,231884057971014;0,246376811594203;0,254237288135593;0,131147540983607;1;0,771739454307323;0,238095238095238
164;"Khimki Moscow Region";"Valencia Basket";200;84;12;22;34;19;7;11;0;0;12;16;104;20;35;12;29;8;9;0;200;75;9;19;28;15;7;11;0;0;16;12;77;22;32;8;30;7;8;66,6;1,26126126126126;1,12612612612613;0,59375;0,548387096774194;1,23602118893467;1,14468864468864;0,387096774193548;0,709677419354839;0,285285285285285;0,225225225225225;0,165165165165165;0,165165165165165;0,125;0,112903225806452;1;0,830137433841837;0,290322580645161
164;"Valencia Basket";"Khimki Moscow Region";200;75;9;19;28;15;7;11;0;0;16;12;77;22;32;8;30;7;8;1;200;84;12;22;34;19;7;11;0;0;12;16;104;20;35;12;29;8;9;67,2;1,11607142857143;1,25;0,548387096774194;0,59375;1,14468864468864;1,23602118893467;0,290322580645161;0,612903225806452;0,223214285714286;0,282738095238095;0,163690476190476;0,163690476190476;0,112903225806452;0,125;0;0,169862566158164;0,387096774193548
165;"Anadolu Efes Istanbul";"AX Armani Exchange Milan";200;68;13;27;40;17;5;12;2;4;18;18;69;18;47;7;23;11;13;0;200;88;4;31;35;19;7;7;4;2;18;17;112;21;35;12;29;10;10;74,2;0,91644204851752;1,18598382749326;0,407142857142857;0,609375;0,898045430533545;1,28654970760234;0,295454545454545;0,870967741935484;0,22911051212938;0,256064690026954;0,161725067385445;0,0943396226415094;0,157142857142857;0,15625;0;0,0263493866035782;0,129032258064516
165;"AX Armani Exchange Milan";"Anadolu Efes Istanbul";200;88;4;31;35;19;7;7;4;2;18;17;112;21;35;12;29;10;10;1;200;68;13;27;40;17;5;12;2;4;18;18;69;18;47;7;23;11;13;71;1,23943661971831;0,957746478873239;0,609375;0,407142857142857;1,28654970760234;0,898045430533545;0,129032258064516;0,704545454545455;0,267605633802817;0,23943661971831;0,0985915492957746;0,169014084507042;0,15625;0,157142857142857;1;0,973650613396422;0,295454545454545
166;"Fenerbahce Beko Istanbul";"LDLC ASVEL Villeurbanne";200;64;10;22;32;14;7;17;3;2;26;21;58;16;37;5;19;17;20;0;200;86;9;26;35;21;9;14;2;3;21;26;109;21;41;9;19;17;19;71;0,901408450704225;1,2112676056338;0,419642857142857;0,575;0,987654320987654;1,25804564072557;0,277777777777778;0,709677419354839;0,197183098591549;0,295774647887324;0,23943661971831;0,197183098591549;0,303571428571429;0,283333333333333;0;0,0157273922064202;0,290322580645161
166;"LDLC ASVEL Villeurbanne";"Fenerbahce Beko Istanbul";200;86;9;26;35;21;9;14;2;3;21;26;109;21;41;9;19;17;19;1;200;64;10;22;32;14;7;17;3;2;26;21;58;16;37;5;19;17;20;72,6;1,18457300275482;0,881542699724518;0,575;0,419642857142857;1,25804564072557;0,987654320987654;0,290322580645161;0,722222222222222;0,289256198347107;0,192837465564738;0,192837465564738;0,234159779614325;0,283333333333333;0,303571428571429;1;0,98427260779358;0,277777777777778
167;"ALBA Berlin";"Olympiacos Piraeus";200;86;5;20;25;22;3;12;1;2;21;20;96;29;39;5;18;13;16;1;200;93;4;19;23;19;6;11;2;1;20;21;106;18;31;13;23;18;21;70,4;1,22159090909091;1,32102272727273;0,640350877192982;0,694444444444444;1,34291068082448;1,47058823529412;0,208333333333333;0,833333333333333;0,3125;0,269886363636364;0,170454545454545;0,15625;0,228070175438596;0,333333333333333;0;0,250578232266183;0,166666666666667
167;"Olympiacos Piraeus";"ALBA Berlin";200;93;4;19;23;19;6;11;2;1;20;21;106;18;31;13;23;18;21;0;200;86;5;20;25;22;3;12;1;2;21;20;96;29;39;5;18;13;16;69,4;1,34005763688761;1,23919308357349;0,694444444444444;0,640350877192982;1,47058823529412;1,34291068082448;0,166666666666667;0,791666666666667;0,273775216138329;0,31700288184438;0,15850144092219;0,172910662824207;0,333333333333333;0,228070175438596;1;0,749421767733817;0,208333333333333
168;"FC Barcelona";"Maccabi FOX Tel Aviv";200;92;10;23;33;19;10;13;0;2;26;23;96;18;38;14;28;14;20;1;200;85;5;26;31;22;3;17;2;0;23;26;96;18;28;11;26;16;24;77;1,19480519480519;1,1038961038961;0,590909090909091;0,638888888888889;1,22994652406417;1,31660470879802;0,277777777777778;0,821428571428571;0,246753246753247;0,285714285714286;0,168831168831169;0,220779220779221;0,212121212121212;0,296296296296296;1;0,751741596109639;0,178571428571429
168;"Maccabi FOX Tel Aviv";"FC Barcelona";200;85;5;26;31;22;3;17;2;0;23;26;96;18;28;11;26;16;24;0;200;92;10;23;33;19;10;13;0;2;26;23;96;18;38;14;28;14;20;75,6;1,12433862433862;1,21693121693122;0,638888888888889;0,590909090909091;1,31660470879802;1,22994652406417;0,178571428571429;0,722222222222222;0,291005291005291;0,251322751322751;0,224867724867725;0,171957671957672;0,296296296296296;0,212121212121212;0;0,24825840389036;0,277777777777778
169;"KIROLBET Baskonia Vitoria-Gasteiz";"Zenit St Petersburg";200;72;8;20;28;18;8;21;3;2;19;20;80;24;31;3;17;15;21;1;200;66;12;13;25;13;12;20;2;3;20;19;60;17;32;7;25;11;12;69,4;1,03746397694524;0,951008645533141;0,59375;0,482456140350877;1,25786163522013;1,0597302504817;0,380952380952381;0,625;0,259365994236311;0,187319884726225;0,302593659942363;0,288184438040346;0,3125;0,192982456140351;1;0,771739454307323;0,375
169;"Zenit St Petersburg";"KIROLBET Baskonia Vitoria-Gasteiz";200;66;12;13;25;13;12;20;2;3;20;19;60;17;32;7;25;11;12;0;200;72;8;20;28;18;8;21;3;2;19;20;80;24;31;3;17;15;21;69,8;0,945558739255014;1,03151862464183;0,482456140350877;0,59375;1,0597302504817;1,25786163522013;0,375;0,619047619047619;0,186246418338109;0,257879656160458;0,286532951289398;0,300859598853868;0,192982456140351;0,3125;0;0,228260545692677;0,380952380952381
17;"Olympiacos Piraeus";"Valencia Basket";200;63;8;16;24;15;10;20;0;3;21;17;50;15;27;8;27;9;13;0;200;89;13;23;36;17;13;15;3;0;17;21;116;23;41;9;19;16;19;71,2;0,884831460674157;1,25;0,5;0,608333333333333;1,0549229738781;1,30193095377414;0,258064516129032;0,551724137931034;0,210674157303371;0,23876404494382;0,280898876404494;0,210674157303371;0,166666666666667;0,266666666666667;0;0,00786822837568531;0,448275862068966
17;"Valencia Basket";"Olympiacos Piraeus";200;89;13;23;36;17;13;15;3;0;17;21;116;23;41;9;19;16;19;1;200;63;8;16;24;15;10;20;0;3;21;17;50;15;27;8;27;9;13;69,6;1,27873563218391;0,905172413793104;0,608333333333333;0,5;1,30193095377414;1,0549229738781;0,448275862068966;0,741935483870968;0,244252873563218;0,21551724137931;0,21551724137931;0,28735632183908;0,266666666666667;0,166666666666667;1;0,992131771624315;0,258064516129032
170;"Crvena Zvezda mts Belgrade";"Zalgiris Kaunas";200;76;8;27;35;13;6;12;1;4;20;20;84;20;36;8;19;12;16;0;200;70;13;21;34;17;6;7;4;1;20;20;77;19;37;7;28;11;18;65,4;1,16207951070336;1,07033639143731;0,581818181818182;0,453846153846154;1,22501611863314;0,959956116291827;0,275862068965517;0,675;0,198776758409786;0,259938837920489;0,18348623853211;0,107033639143731;0,218181818181818;0,169230769230769;1;0,759754379116179;0,325
170;"Zalgiris Kaunas";"Crvena Zvezda mts Belgrade";200;70;13;21;34;17;6;7;4;1;20;20;77;19;37;7;28;11;18;1;200;76;8;27;35;13;6;12;1;4;20;20;84;20;36;8;19;12;16;66,2;1,05740181268882;1,14803625377644;0,453846153846154;0,581818181818182;0,959956116291827;1,22501611863314;0,325;0,724137931034483;0,256797583081571;0,196374622356495;0,105740181268882;0,181268882175227;0,169230769230769;0,218181818181818;0;0,24024562088382;0,275862068965517
