"MatchId";"Opponent";"Team";"Min.x";"Pts";"O";"D";"T";"As";"St";"To";"Fv";"Ag";"Cm";"Rv";"PIR";"x2M";"x2A";"x3M";"x3A";"FTM";"FTA";"Local";"Min.y";"Pts_Opp";"O_Opp";"D_Opp";"T_Opp";"As_Opp";"St_Opp";"To_Opp";"Fv_Opp";"Ag_Opp";"Cm_Opp";"Rv_Opp";"PIR_Opp";"x2M_Opp";"x2A_Opp";"x3M_Opp";"x3A_Opp";"FTM_Opp";"FTA_Opp";"Poss";"Off_Rat";"Def_Rat";"eFG";"eFG_Opp";"TS";"TS_Opp";"Off_Reb";"Def_Reb";"Pct_ass";"Pct_ass_opp";"Pct_To";"Pct_To_opp";"FTR";"FTR_opp";"Win";"Expected_Wins";"Off_Reb_Opp"
216;"AX Armani Exchange Milan";"FC Barcelona";200;84;6;27;33;19;7;13;1;3;18;21;97;20;37;11;25;11;14;1;200;80;6;27;33;14;5;12;3;1;21;18;82;21;36;10;26;8;14;74,6;1,12600536193029;1,07238605898123;0,588709677419355;0,580645161290323;1,23239436619718;1,17370892018779;0,181818181818182;0,818181818181818;0,254691689008043;0,187667560321716;0,17426273458445;0,160857908847185;0,17741935483871;0,129032258064516;1;0,664421827605665;0,181818181818182
216;"FC Barcelona";"AX Armani Exchange Milan";200;80;6;27;33;14;5;12;3;1;21;18;82;21;36;10;26;8;14;0;200;84;6;27;33;19;7;13;1;3;18;21;97;20;37;11;25;11;14;73,6;1,08695652173913;1,14130434782609;0,580645161290323;0,588709677419355;1,17370892018779;1,23239436619718;0,181818181818182;0,818181818181818;0,190217391304348;0,258152173913044;0,16304347826087;0,176630434782609;0,129032258064516;0,17741935483871;0;0,335578172394335;0,181818181818182
217;"ALBA Berlin";"Zenit St Petersburg";200;81;12;23;35;22;6;17;3;2;18;20;99;22;35;9;25;10;12;1;200;83;11;18;29;15;8;11;2;3;20;18;84;21;40;9;22;14;19;69,8;1,16045845272206;1,189111747851;0,591666666666667;0,556451612903226;1,24080882352941;1,17964752700398;0,4;0,676470588235294;0,315186246418338;0,214899713467049;0,243553008595989;0,157593123209169;0,166666666666667;0,225806451612903;0;0,415449928748308;0,323529411764706
217;"Zenit St Petersburg";"ALBA Berlin";200;83;11;18;29;15;8;11;2;3;20;18;84;21;40;9;22;14;19;0;200;81;12;23;35;22;6;17;3;2;18;20;99;22;35;9;25;10;12;69,6;1,19252873563218;1,16379310344828;0,556451612903226;0,591666666666667;1,17964752700398;1,24080882352941;0,323529411764706;0,6;0,21551724137931;0,316091954022989;0,158045977011494;0,244252873563218;0,225806451612903;0,166666666666667;1;0,584550071251692;0,4
218;"LDLC ASVEL Villeurbanne";"Olympiacos Piraeus";200;77;8;28;36;17;10;15;1;0;18;30;101;15;33;7;16;26;36;1;200;68;13;23;36;13;9;15;0;1;30;18;55;20;44;7;24;7;9;70,4;1,09375;0,965909090909091;0,520408163265306;0,448529411764706;1,18753855644664;0,9449694274597;0,258064516129032;0,682926829268293;0,241477272727273;0,184659090909091;0,213068181818182;0,213068181818182;0,530612244897959;0,102941176470588;1;0,850708407586625;0,317073170731707
218;"Olympiacos Piraeus";"LDLC ASVEL Villeurbanne";200;68;13;23;36;13;9;15;0;1;30;18;55;20;44;7;24;7;9;0;200;77;8;28;36;17;10;15;1;0;18;30;101;15;33;7;16;26;36;73,6;0,923913043478261;1,04619565217391;0,448529411764706;0,520408163265306;0,9449694274597;1,18753855644664;0,317073170731707;0,741935483870968;0,176630434782609;0,230978260869565;0,203804347826087;0,203804347826087;0,102941176470588;0,530612244897959;0;0,149291592413375;0,258064516129032
219;"Fenerbahce Beko Istanbul";"Real Madrid";200;94;11;27;38;30;7;14;4;0;20;15;128;28;39;11;25;5;6;0;200;65;8;12;20;11;7;14;0;4;16;20;51;17;37;5;19;16;20;69,4;1,35446685878963;0,936599423631124;0,6953125;0,4375;1,41056422569028;1,00308641975309;0,478260869565217;0,771428571428571;0,432276657060519;0,15850144092219;0,201729106628242;0,201729106628242;0,078125;0,285714285714286;1;0,994317725313655;0,228571428571429
219;"Real Madrid";"Fenerbahce Beko Istanbul";200;65;8;12;20;11;7;14;0;4;16;20;51;17;37;5;19;16;20;1;200;94;11;27;38;30;7;14;4;0;20;15;128;28;39;11;25;5;6;70;0,928571428571429;1,34285714285714;0,4375;0,6953125;1,00308641975309;1,41056422569028;0,228571428571429;0,521739130434783;0,157142857142857;0,428571428571429;0,2;0,2;0,285714285714286;0,078125;0;0,00568227468634444;0,478260869565217
22;"Crvena Zvezda mts Belgrade";"Maccabi FOX Tel Aviv";225;84;6;32;38;19;13;18;4;2;26;26;100;27;41;5;18;15;26;1;225;69;10;26;36;11;4;19;2;4;26;26;56;11;34;8;25;23;26;81,4;1,03194103194103;0,847665847665848;0,584745762711864;0,389830508474576;1,19250425894378;0,979557069846678;0,1875;0,761904761904762;0,233415233415233;0,135135135135135;0,221130221130221;0,233415233415233;0,254237288135593;0,389830508474576;1;0,940135712776943;0,238095238095238
22;"Maccabi FOX Tel Aviv";"Crvena Zvezda mts Belgrade";225;69;10;26;36;11;4;19;2;4;26;26;56;11;34;8;25;23;26;0;225;84;6;32;38;19;13;18;4;2;26;26;100;27;41;5;18;15;26;78,4;0,880102040816326;1,07142857142857;0,389830508474576;0,584745762711864;0,979557069846678;1,19250425894378;0,238095238095238;0,8125;0,14030612244898;0,24234693877551;0,24234693877551;0,229591836734694;0,389830508474576;0,254237288135593;0;0,0598642872230572;0,1875
220;"AX Armani Exchange Milan";"Khimki Moscow Region";200;78;9;30;39;19;3;13;3;1;22;20;90;15;30;11;27;15;20;0;200;69;9;24;33;14;6;8;1;3;20;22;73;23;43;3;21;14;17;69;1,1304347826087;1;0,552631578947368;0,4296875;1,1854103343465;0,965304980414102;0,272727272727273;0,769230769230769;0,27536231884058;0,202898550724638;0,188405797101449;0,115942028985507;0,263157894736842;0,21875;1;0,847668750103088;0,230769230769231
220;"Khimki Moscow Region";"AX Armani Exchange Milan";200;69;9;24;33;14;6;8;1;3;20;22;73;23;43;3;21;14;17;1;200;78;9;30;39;19;3;13;3;1;22;20;90;15;30;11;27;15;20;69,8;0,988538681948424;1,11747851002865;0,4296875;0,552631578947368;0,965304980414102;1,1854103343465;0,230769230769231;0,727272727272727;0,200573065902579;0,272206303724928;0,114613180515759;0,186246418338109;0,21875;0,263157894736842;0;0,152331249896912;0,272727272727273
221;"KIROLBET Baskonia Vitoria-Gasteiz";"Zalgiris Kaunas";200;74;17;26;43;14;5;18;2;3;19;22;86;18;32;9;27;11;13;0;200;60;6;16;22;16;4;12;3;2;22;19;55;20;37;5;20;5;6;65,2;1,13496932515337;0,920245398773006;0,533898305084746;0,482456140350877;1,1433868974042;1,00603621730382;0,515151515151515;0,8125;0,214723926380368;0,245398773006135;0,276073619631902;0,184049079754601;0,186440677966102;0,087719298245614;1;0,949601807421574;0,1875
221;"Zalgiris Kaunas";"KIROLBET Baskonia Vitoria-Gasteiz";200;60;6;16;22;16;4;12;3;2;22;19;55;20;37;5;20;5;6;1;200;74;17;26;43;14;5;18;2;3;19;22;86;18;32;9;27;11;13;65,4;0,91743119266055;1,13149847094801;0,482456140350877;0,533898305084746;1,00603621730382;1,1433868974042;0,1875;0,484848484848485;0,244648318042813;0,214067278287462;0,18348623853211;0,275229357798165;0,087719298245614;0,186440677966102;0;0,0503981925784261;0,515151515151515
222;"Crvena Zvezda mts Belgrade";"CSKA Moscow";200;86;13;25;38;14;6;12;3;2;20;25;97;20;32;7;28;25;33;0;200;81;7;20;27;13;6;11;2;3;25;20;74;21;39;7;20;18;23;72,2;1,19113573407202;1,1218836565097;0,508333333333333;0,533898305084746;1,15405260332797;1,171875;0,393939393939394;0,78125;0,193905817174515;0,18005540166205;0,166204986149584;0,152354570637119;0,416666666666667;0,305084745762712;1;0,698164795185524;0,21875
222;"CSKA Moscow";"Crvena Zvezda mts Belgrade";200;81;7;20;27;13;6;11;2;3;25;20;74;21;39;7;20;18;23;1;200;86;13;25;38;14;6;12;3;2;20;25;97;20;32;7;28;25;33;72,2;1,1218836565097;1,19113573407202;0,533898305084746;0,508333333333333;1,171875;1,15405260332797;0,21875;0,606060606060606;0,18005540166205;0,193905817174515;0,152354570637119;0,166204986149584;0,305084745762712;0,416666666666667;0;0,301835204814476;0,393939393939394
223;"Anadolu Efes Istanbul";"FC Bayern Munich";200;63;8;19;27;16;6;15;0;2;16;15;60;21;38;5;16;6;12;1;200;88;7;22;29;22;10;11;2;0;15;16;113;16;27;15;30;11;13;65,8;0,957446808510638;1,33738601823708;0,527777777777778;0,675438596491228;1,06275303643725;1,4030612244898;0,266666666666667;0,730769230769231;0,243161094224924;0,334346504559271;0,227963525835866;0,167173252279635;0,111111111111111;0,192982456140351;0;0,00920437622449605;0,269230769230769
223;"FC Bayern Munich";"Anadolu Efes Istanbul";200;88;7;22;29;22;10;11;2;0;15;16;113;16;27;15;30;11;13;0;200;63;8;19;27;16;6;15;0;2;16;15;60;21;38;5;16;6;12;66,2;1,32930513595166;0,95166163141994;0,675438596491228;0,527777777777778;1,4030612244898;1,06275303643725;0,269230769230769;0,733333333333333;0,332326283987915;0,241691842900302;0,166163141993958;0,226586102719033;0,192982456140351;0,111111111111111;1;0,990795623775504;0,266666666666667
224;"FC Barcelona";"Panathinaikos OPAP Athens";200;81;8;29;37;19;8;15;5;0;21;18;94;24;37;6;28;15;18;1;200;92;15;28;43;24;7;11;0;5;18;21;106;19;43;11;29;21;26;79,2;1,02272727272727;1,16161616161616;0,507692307692308;0,493055555555556;1,11080636313769;1,1025886864813;0,222222222222222;0,659090909090909;0,23989898989899;0,303030303030303;0,189393939393939;0,138888888888889;0,230769230769231;0,291666666666667;0;0,143963661062654;0,340909090909091
224;"Panathinaikos OPAP Athens";"FC Barcelona";200;92;15;28;43;24;7;11;0;5;18;21;106;19;43;11;29;21;26;0;200;81;8;29;37;19;8;15;5;0;21;18;94;24;37;6;28;15;18;78,4;1,1734693877551;1,03316326530612;0,493055555555556;0,507692307692308;1,1025886864813;1,11080636313769;0,340909090909091;0,777777777777778;0,306122448979592;0,24234693877551;0,14030612244898;0,191326530612245;0,291666666666667;0,230769230769231;1;0,856036338937346;0,222222222222222
225;"Maccabi FOX Tel Aviv";"Valencia Basket";200;82;11;24;35;16;5;10;1;2;15;20;95;20;39;10;25;12;15;1;200;85;9;27;36;20;7;7;2;1;20;15;100;18;33;14;35;7;8;69;1,18840579710145;1,23188405797101;0,546875;0,573529411764706;1,1614730878187;1,18847874720358;0,289473684210526;0,727272727272727;0,231884057971014;0,289855072463768;0,144927536231884;0,101449275362319;0,1875;0,102941176470588;0;0,376824614966282;0,272727272727273
225;"Valencia Basket";"Maccabi FOX Tel Aviv";200;85;9;27;36;20;7;7;2;1;20;15;100;18;33;14;35;7;8;0;200;82;11;24;35;16;5;10;1;2;15;20;95;20;39;10;25;12;15;69,2;1,22832369942197;1,1849710982659;0,573529411764706;0,546875;1,18847874720358;1,1614730878187;0,272727272727273;0,710526315789474;0,289017341040462;0,23121387283237;0,101156069364162;0,144508670520231;0,102941176470588;0,1875;1;0,623175385033718;0,289473684210526
226;"Panathinaikos OPAP Athens";"Real Madrid";200;96;10;27;37;24;8;5;2;4;19;24;123;21;34;10;31;24;30;1;200;78;4;24;28;14;1;12;4;2;24;19;72;17;34;10;24;14;17;72;1,33333333333333;1,08333333333333;0,553846153846154;0,551724137931034;1,22762148337596;1,19120342089188;0,294117647058824;0,870967741935484;0,333333333333333;0,194444444444444;0,0694444444444444;0,166666666666667;0,369230769230769;0,241379310344828;1;0,948188987195459;0,129032258064516
226;"Real Madrid";"Panathinaikos OPAP Athens";200;78;4;24;28;14;1;12;4;2;24;19;72;17;34;10;24;14;17;0;200;96;10;27;37;24;8;5;2;4;19;24;123;21;34;10;31;24;30;72,8;1,07142857142857;1,31868131868132;0,551724137931034;0,553846153846154;1,19120342089188;1,22762148337596;0,129032258064516;0,705882352941177;0,192307692307692;0,32967032967033;0,164835164835165;0,0686813186813187;0,241379310344828;0,369230769230769;0;0,0518110128045413;0,294117647058823
227;"CSKA Moscow";"FC Barcelona";200;82;8;23;31;16;5;13;1;2;20;20;86;15;34;12;25;16;18;0;200;80;8;25;33;14;8;14;2;1;20;20;89;18;36;11;24;11;13;71,2;1,15168539325843;1,12359550561798;0,559322033898305;0,575;1,22534369396294;1,21728545343883;0,242424242424242;0,741935483870968;0,224719101123595;0,196629213483146;0,182584269662921;0,196629213483146;0,271186440677966;0,183333333333333;1;0,585573622346038;0,258064516129032
227;"FC Barcelona";"CSKA Moscow";200;80;8;25;33;14;8;14;2;1;20;20;89;18;36;11;24;11;13;1;200;82;8;23;31;16;5;13;1;2;20;20;86;15;34;12;25;16;18;71,2;1,12359550561798;1,15168539325843;0,575;0,559322033898305;1,21728545343883;1,22534369396294;0,258064516129032;0,757575757575758;0,196629213483146;0,224719101123595;0,196629213483146;0,182584269662921;0,183333333333333;0,271186440677966;0;0,414426377653962;0,242424242424242
228;"FC Bayern Munich";"Zenit St Petersburg";200;68;10;21;31;19;8;8;3;7;19;18;73;23;37;5;30;7;8;1;200;77;4;28;32;21;4;12;7;3;18;19;101;28;44;4;12;9;11;68,2;0,997067448680352;1,12903225806452;0,455223880597015;0,607142857142857;0,964265456608055;1,26561472715319;0,263157894736842;0,84;0,278592375366569;0,30791788856305;0,117302052785924;0,175953079178886;0,104477611940299;0,160714285714286;0;0,149291592413375;0,16
228;"Zenit St Petersburg";"FC Bayern Munich";200;77;4;28;32;21;4;12;7;3;18;19;101;28;44;4;12;9;11;0;200;68;10;21;31;19;8;8;3;7;19;18;73;23;37;5;30;7;8;68,4;1,12573099415205;0,994152046783626;0,607142857142857;0,455223880597015;1,26561472715319;0,964265456608055;0,16;0,736842105263158;0,307017543859649;0,277777777777778;0,175438596491228;0,116959064327485;0,160714285714286;0,104477611940299;1;0,850708407586624;0,263157894736842
229;"ALBA Berlin";"Anadolu Efes Istanbul";200;99;9;25;34;22;9;15;3;3;19;17;120;28;45;11;20;10;11;0;200;86;7;17;24;21;8;13;3;3;17;19;92;20;32;12;31;10;15;75,4;1,31299734748011;1,14058355437666;0,684615384615385;0,603174603174603;1,41752577319588;1,23563218390805;0,346153846153846;0,78125;0,291777188328912;0,278514588859416;0,19893899204244;0,172413793103448;0,153846153846154;0,158730158730159;1;0,877698706238606;0,21875
229;"Anadolu Efes Istanbul";"ALBA Berlin";200;86;7;17;24;21;8;13;3;3;17;19;92;20;32;12;31;10;15;1;200;99;9;25;34;22;9;15;3;3;19;17;120;28;45;11;20;10;11;75;1,14666666666667;1,32;0,603174603174603;0,684615384615385;1,23563218390805;1,41752577319588;0,21875;0,653846153846154;0,28;0,293333333333333;0,173333333333333;0,2;0,158730158730159;0,153846153846154;0;0,122301293761394;0,346153846153846
23;"FC Bayern Munich";"LDLC ASVEL Villeurbanne";200;63;6;14;20;16;5;18;6;4;21;18;54;15;33;8;19;9;11;0;200;104;12;24;36;24;10;9;4;6;18;21;138;31;55;10;12;12;14;68,4;0,921052631578947;1,52046783625731;0,519230769230769;0,686567164179104;1,10837438423645;1,4215418261345;0,2;0,538461538461538;0,233918128654971;0,350877192982456;0,263157894736842;0,131578947368421;0,173076923076923;0,17910447761194;0;0,000895183347828067;0,461538461538462
23;"LDLC ASVEL Villeurbanne";"FC Bayern Munich";200;104;12;24;36;24;10;9;4;6;18;21;138;31;55;10;12;12;14;1;200;63;6;14;20;16;5;18;6;4;21;18;54;15;33;8;19;9;11;69,6;1,49425287356322;0,905172413793104;0,686567164179104;0,519230769230769;1,4215418261345;1,10837438423645;0,461538461538462;0,8;0,344827586206897;0,229885057471264;0,129310344827586;0,258620689655172;0,17910447761194;0,173076923076923;1;0,999104816652172;0,2
230;"Maccabi FOX Tel Aviv";"Olympiacos Piraeus";200;70;4;33;37;9;8;21;4;1;18;21;75;19;34;7;17;11;20;0;200;71;6;24;30;14;12;14;1;4;21;18;67;15;32;10;30;11;14;76;0,921052631578947;0,934210526315789;0,57843137254902;0,483870967741935;1,17056856187291;1,04166666666667;0,142857142857143;0,846153846153846;0,118421052631579;0,184210526315789;0,276315789473684;0,184210526315789;0,215686274509804;0,17741935483871;0;0,450516290536657;0,153846153846154
230;"Olympiacos Piraeus";"Maccabi FOX Tel Aviv";200;71;6;24;30;14;12;14;1;4;21;18;67;15;32;10;30;11;14;1;200;70;4;33;37;9;8;21;4;1;18;21;75;19;34;7;17;11;20;75,6;0,939153439153439;0,925925925925926;0,483870967741935;0,57843137254902;1,04166666666667;1,17056856187291;0,153846153846154;0,857142857142857;0,185185185185185;0,119047619047619;0,185185185185185;0,277777777777778;0,17741935483871;0,215686274509804;1;0,549483709463343;0,142857142857143
231;"Crvena Zvezda mts Belgrade";"KIROLBET Baskonia Vitoria-Gasteiz";200;71;6;31;37;14;7;10;2;0;18;21;89;21;35;6;20;11;18;1;200;56;7;24;31;15;5;11;0;2;21;18;52;15;31;5;25;11;14;66,2;1,07250755287009;0,845921450151057;0,545454545454545;0,401785714285714;1,12841703750795;0,900900900900901;0,2;0,815789473684211;0,211480362537764;0,226586102719033;0,151057401812689;0,166163141993958;0,2;0,196428571428571;1;0,965195856944161;0,184210526315789
231;"KIROLBET Baskonia Vitoria-Gasteiz";"Crvena Zvezda mts Belgrade";200;56;7;24;31;15;5;11;0;2;21;18;52;15;31;5;25;11;14;0;200;71;6;31;37;14;7;10;2;0;18;21;89;21;35;6;20;11;18;65,6;0,853658536585366;1,08231707317073;0,401785714285714;0,545454545454545;0,900900900900901;1,12841703750795;0,184210526315789;0,8;0,228658536585366;0,213414634146341;0,167682926829268;0,152439024390244;0,196428571428571;0,2;0;0,0348041430558389;0,2
232;"Khimki Moscow Region";"LDLC ASVEL Villeurbanne";200;79;10;17;27;18;2;17;3;2;22;18;72;20;40;10;19;9;14;0;200;108;10;20;30;26;10;8;2;3;19;22;137;24;39;16;30;12;14;71,6;1,10335195530726;1,50837988826816;0,593220338983051;0,695652173913043;1,21240024554942;1,43693453964875;0,333333333333333;0,62962962962963;0,251396648044693;0,363128491620112;0,237430167597765;0,111731843575419;0,152542372881356;0,173913043478261;0;0,0124001719342138;0,37037037037037
232;"LDLC ASVEL Villeurbanne";"Khimki Moscow Region";200;108;10;20;30;26;10;8;2;3;19;22;137;24;39;16;30;12;14;1;200;79;10;17;27;18;2;17;3;2;22;18;72;20;40;10;19;9;14;72,6;1,48760330578512;1,08815426997245;0,695652173913043;0,593220338983051;1,43693453964875;1,21240024554942;0,37037037037037;0,666666666666667;0,358126721763085;0,247933884297521;0,110192837465565;0,234159779614325;0,173913043478261;0,152542372881356;1;0,987599828065786;0,333333333333333
233;"AX Armani Exchange Milan";"Zalgiris Kaunas";225;105;10;22;32;23;6;9;1;1;19;26;133;25;41;10;20;25;30;1;225;97;9;17;26;23;5;10;1;1;26;19;99;19;32;15;33;14;18;72;1,45833333333333;1,34722222222222;0,655737704918033;0,638461538461538;1,41509433962264;1,33022490400439;0,37037037037037;0,709677419354839;0,319444444444444;0,319444444444444;0,125;0,138888888888889;0,409836065573771;0,215384615384615;1;0,752034243812903;0,290322580645161
233;"Zalgiris Kaunas";"AX Armani Exchange Milan";225;97;9;17;26;23;5;10;1;1;26;19;99;19;32;15;33;14;18;0;225;105;10;22;32;23;6;9;1;1;19;26;133;25;41;10;20;25;30;73,2;1,32513661202186;1,4344262295082;0,638461538461538;0,655737704918033;1,33022490400439;1,41509433962264;0,290322580645161;0,62962962962963;0,314207650273224;0,314207650273224;0,136612021857923;0,122950819672131;0,215384615384615;0,409836065573771;0;0,247965756187097;0,37037037037037
234;"Fenerbahce Beko Istanbul";"Valencia Basket";200;86;7;15;22;21;7;9;0;0;14;22;104;14;25;14;31;16;19;1;200;93;3;21;24;24;8;13;0;0;22;14;109;21;28;14;25;9;10;65,6;1,3109756097561;1,41768292682927;0,625;0,792452830188679;1,33623368551896;1,62020905923345;0,25;0,833333333333333;0,320121951219512;0,365853658536585;0,13719512195122;0,198170731707317;0,285714285714286;0,169811320754717;0;0,250578232266183;0,166666666666667
234;"Valencia Basket";"Fenerbahce Beko Istanbul";200;93;3;21;24;24;8;13;0;0;22;14;109;21;28;14;25;9;10;0;200;86;7;15;22;21;7;9;0;0;14;22;104;14;25;14;31;16;19;67;1,38805970149254;1,28358208955224;0,792452830188679;0,625;1,62020905923345;1,33623368551896;0,166666666666667;0,75;0,358208955223881;0,313432835820896;0,194029850746269;0,134328358208955;0,169811320754717;0,285714285714286;1;0,749421767733817;0,25
235;"CSKA Moscow";"Zenit St Petersburg";200;78;10;22;32;19;9;17;2;4;23;17;76;19;41;10;22;10;13;0;200;86;10;24;34;12;7;15;4;2;17;23;94;15;34;12;25;20;26;75,2;1,03723404255319;1,1436170212766;0,53968253968254;0,559322033898305;1,13504074505239;1,22089721749006;0,294117647058824;0,6875;0,252659574468085;0,159574468085106;0,226063829787234;0,199468085106383;0,158730158730159;0,338983050847458;0;0,203114916203826;0,3125
235;"Zenit St Petersburg";"CSKA Moscow";200;86;10;24;34;12;7;15;4;2;17;23;94;15;34;12;25;20;26;1;200;78;10;22;32;19;9;17;2;4;23;17;76;19;41;10;22;10;13;74,4;1,15591397849462;1,04838709677419;0,559322033898305;0,53968253968254;1,22089721749006;1,13504074505239;0,3125;0,705882352941177;0,161290322580645;0,255376344086022;0,201612903225806;0,228494623655914;0,338983050847458;0,158730158730159;1;0,796885083796173;0,294117647058823
236;"Khimki Moscow Region";"Zalgiris Kaunas";200;96;3;23;26;29;6;9;2;1;20;21;125;23;32;14;28;8;10;1;200;85;10;20;30;24;6;14;1;2;22;20;92;23;35;10;24;9;19;70;1,37142857142857;1,21428571428571;0,733333333333333;0,644067796610169;1,49068322981366;1,26187648456057;0,130434782608696;0,696969696969697;0,414285714285714;0,342857142857143;0,128571428571429;0,2;0,133333333333333;0,152542372881356;1;0,846024795645484;0,303030303030303
236;"Zalgiris Kaunas";"Khimki Moscow Region";200;85;10;20;30;24;6;14;1;2;22;20;92;23;35;10;24;9;19;0;200;96;3;23;26;29;6;9;2;1;20;21;125;23;32;14;28;8;10;70,6;1,20396600566572;1,35977337110482;0,644067796610169;0,733333333333333;1,26187648456057;1,49068322981366;0,303030303030303;0,869565217391304;0,339943342776204;0,410764872521246;0,198300283286119;0,127478753541076;0,152542372881356;0,133333333333333;0;0,153975204354517;0,130434782608696
237;"Olympiacos Piraeus";"Panathinaikos OPAP Athens";200;78;13;22;35;14;13;13;0;2;20;21;84;27;46;1;20;21;25;0;200;81;7;27;34;12;6;17;2;0;21;20;86;22;38;9;21;10;13;76;1,02631578947368;1,06578947368421;0,431818181818182;0,601694915254237;1,01298701298701;1,25154511742892;0,325;0,758620689655172;0,184210526315789;0,157894736842105;0,171052631578947;0,223684210526316;0,318181818181818;0,169491525423729;0;0,370898401743864;0,241379310344828
237;"Panathinaikos OPAP Athens";"Olympiacos Piraeus";200;81;7;27;34;12;6;17;2;0;21;20;86;22;38;9;21;10;13;1;200;78;13;22;35;14;13;13;0;2;20;21;84;27;46;1;20;21;25;74,2;1,09164420485175;1,05121293800539;0,601694915254237;0,431818181818182;1,25154511742892;1,01298701298701;0,241379310344828;0,675;0,161725067385445;0,188679245283019;0,22911051212938;0,175202156334232;0,169491525423729;0,318181818181818;1;0,629101598256137;0,325
238;"LDLC ASVEL Villeurbanne";"Valencia Basket";200;65;6;23;29;8;4;14;5;4;20;24;62;18;32;4;20;17;22;0;200;72;10;25;35;16;8;12;4;5;24;19;77;18;31;7;26;15;19;68,8;0,944767441860465;1,04651162790698;0,461538461538462;0,5;1,0538261997406;1,1015911872705;0,193548387096774;0,696969696969697;0,116279069767442;0,232558139534884;0,203488372093023;0,174418604651163;0,326923076923077;0,263157894736842;0;0,192802209801444;0,303030303030303
238;"Valencia Basket";"LDLC ASVEL Villeurbanne";200;72;10;25;35;16;8;12;4;5;24;19;77;18;31;7;26;15;19;1;200;65;6;23;29;8;4;14;5;4;20;24;62;18;32;4;20;17;22;66,6;1,08108108108108;0,975975975975976;0,5;0,461538461538462;1,1015911872705;1,0538261997406;0,303030303030303;0,806451612903226;0,24024024024024;0,12012012012012;0,18018018018018;0,21021021021021;0,263157894736842;0,326923076923077;1;0,807197790198555;0,193548387096774
239;"AX Armani Exchange Milan";"Real Madrid";200;78;17;28;45;18;8;14;5;5;20;18;88;21;41;9;30;9;13;0;200;73;5;26;31;8;9;13;5;5;18;20;73;14;34;10;24;15;18;73,2;1,0655737704918;0,997267759562842;0,485915492957746;0,5;1,01668404588113;1,10740291262136;0,395348837209302;0,848484848484849;0,245901639344262;0,109289617486339;0,191256830601093;0,177595628415301;0,126760563380282;0,258620689655172;1;0,71656606741623;0,151515151515151
239;"Real Madrid";"AX Armani Exchange Milan";200;73;5;26;31;8;9;13;5;5;18;20;73;14;34;10;24;15;18;1;200;78;17;28;45;18;8;14;5;5;20;18;88;21;41;9;30;9;13;73,2;0,997267759562842;1,0655737704918;0,5;0,485915492957746;1,10740291262136;1,01668404588113;0,151515151515152;0,604651162790698;0,109289617486339;0,245901639344262;0,177595628415301;0,191256830601093;0,258620689655172;0,126760563380282;0;0,28343393258377;0,395348837209302
24;"AX Armani Exchange Milan";"Panathinaikos OPAP Athens";200;78;15;27;42;11;3;7;4;1;15;17;91;30;52;3;20;9;11;1;200;79;13;25;38;15;2;9;1;4;17;15;78;15;41;14;26;7;11;68,4;1,14035087719298;1,15497076023392;0,479166666666667;0,537313432835821;1,01509630400833;1,09966592427617;0,375;0,675;0,160818713450292;0,219298245614035;0,10233918128655;0,131578947368421;0,125;0,104477611940299;0;0,455531217128303;0,325
24;"Panathinaikos OPAP Athens";"AX Armani Exchange Milan";200;79;13;25;38;15;2;9;1;4;17;15;78;15;41;14;26;7;11;0;200;78;15;27;42;11;3;7;4;1;15;17;91;30;52;3;20;9;11;67,4;1,17210682492582;1,15727002967359;0,537313432835821;0,479166666666667;1,09966592427617;1,01509630400833;0,325;0,625;0,222551928783383;0,163204747774481;0,13353115727003;0,103857566765579;0,104477611940299;0,125;1;0,544468782871696;0,375
240;"Crvena Zvezda mts Belgrade";"Fenerbahce Beko Istanbul";200;66;5;23;28;13;8;10;2;0;17;20;74;16;32;7;22;13;18;1;200;63;14;26;40;14;4;15;0;2;20;17;63;21;41;5;21;6;8;66,2;0,996978851963746;0,95166163141994;0,490740740740741;0,459677419354839;1,06589147286822;0,961538461538462;0,161290322580645;0,621621621621622;0,196374622356495;0,211480362537764;0,151057401812689;0,226586102719033;0,240740740740741;0,0967741935483871;1;0,657298899056878;0,378378378378378
240;"Fenerbahce Beko Istanbul";"Crvena Zvezda mts Belgrade";200;63;14;26;40;14;4;15;0;2;20;17;63;21;41;5;21;6;8;0;200;66;5;23;28;13;8;10;2;0;17;20;74;16;32;7;22;13;18;66,2;0,95166163141994;0,996978851963746;0,459677419354839;0,490740740740741;0,961538461538462;1,06589147286822;0,378378378378378;0,838709677419355;0,211480362537764;0,196374622356495;0,226586102719033;0,151057401812689;0,0967741935483871;0,240740740740741;0;0,342701100943122;0,161290322580645
241;"ALBA Berlin";"FC Barcelona";200;84;10;25;35;22;8;14;2;2;19;23;102;19;34;9;26;19;24;0;200;80;15;23;38;15;1;14;2;2;23;19;73;20;42;9;26;13;17;73,6;1,14130434782609;1,08695652173913;0,541666666666667;0,492647058823529;1,19047619047619;1,05988341282459;0,303030303030303;0,625;0,298913043478261;0,203804347826087;0,190217391304348;0,190217391304348;0,316666666666667;0,191176470588235;1;0,664421827605665;0,375
