"Id";"Date";"HomeTeam";"HomeScore";"VisitingTeam";"VisitingScore";"Link"
162;"January 10 21:00 CET";"Valencia Basket";"91";"Olympiacos Piraeus";"93";"https://www.euroleague.net/main/results/showgame?gamecode=161&seasoncode=E2019"
163;"January 14 18:00 CET";"CSKA Moscow";"60";"Real Madrid";"55";"https://www.euroleague.net/main/results/showgame?gamecode=163&seasoncode=E2019"
164;"January 14 18:00 CET";"Khimki Moscow Region";"75";"Valencia Basket";"84";"https://www.euroleague.net/main/results/showgame?gamecode=164&seasoncode=E2019"
165;"January 14 18:30 CET";"Anadolu Efes Istanbul";"88";"AX Armani Exchange Milan";"68";"https://www.euroleague.net/main/results/showgame?gamecode=165&seasoncode=E2019"
166;"January 14 18:45 CET";"Fenerbahce Beko Istanbul";"86";"LDLC ASVEL Villeurbanne";"64";"https://www.euroleague.net/main/results/showgame?gamecode=166&seasoncode=E2019"
167;"January 14 20:00 CET";"Olympiacos Piraeus";"86";"ALBA Berlin";"93";"https://www.euroleague.net/main/results/showgame?gamecode=167&seasoncode=E2019"
168;"January 14 20:05 CET";"Maccabi FOX Tel Aviv";"92";"FC Barcelona";"85";"https://www.euroleague.net/main/results/showgame?gamecode=168&seasoncode=E2019"
169;"January 15 18:00 CET";"Zenit St Petersburg";"72";"KIROLBET Baskonia Vitoria-Gasteiz";"66";"https://www.euroleague.net/main/results/showgame?gamecode=169&seasoncode=E2019"
170;"January 15 19:00 CET";"Crvena Zvezda mts Belgrade";"70";"Zalgiris Kaunas";"76";"https://www.euroleague.net/main/results/showgame?gamecode=170&seasoncode=E2019"
171;"January 15 20:00 CET";"Panathinaikos OPAP Athens";"98";"FC Bayern Munich";"83";"https://www.euroleague.net/main/results/showgame?gamecode=171&seasoncode=E2019"
172;"January 16 18:00 CET";"Khimki Moscow Region";"102";"Real Madrid";"94";"https://www.euroleague.net/main/results/showgame?gamecode=172&seasoncode=E2019"
173;"January 16 18:45 CET";"Fenerbahce Beko Istanbul";"74";"FC Barcelona";"80";"https://www.euroleague.net/main/results/showgame?gamecode=173&seasoncode=E2019"
174;"January 16 20:05 CET";"Maccabi FOX Tel Aviv";"69";"AX Armani Exchange Milan";"63";"https://www.euroleague.net/main/results/showgame?gamecode=174&seasoncode=E2019"
175;"January 17 18:00 CET";"CSKA Moscow";"94";"KIROLBET Baskonia Vitoria-Gasteiz";"90";"https://www.euroleague.net/main/results/showgame?gamecode=175&seasoncode=E2019"
176;"January 17 18:00 CET";"Zenit St Petersburg";"81";"Valencia Basket";"86";"https://www.euroleague.net/main/results/showgame?gamecode=176&seasoncode=E2019"
177;"January 17 18:30 CET";"Anadolu Efes Istanbul";"101";"LDLC ASVEL Villeurbanne";"74";"https://www.euroleague.net/main/results/showgame?gamecode=177&seasoncode=E2019"
178;"January 17 19:00 CET";"Crvena Zvezda mts Belgrade";"85";"ALBA Berlin";"94";"https://www.euroleague.net/main/results/showgame?gamecode=178&seasoncode=E2019"
179;"January 17 19:30 CET";"Olympiacos Piraeus";"89";"FC Bayern Munich";"72";"https://www.euroleague.net/main/results/showgame?gamecode=179&seasoncode=E2019"
180;"January 17 20:30 CET";"Panathinaikos OPAP Athens";"96";"Zalgiris Kaunas";"94";"https://www.euroleague.net/main/results/showgame?gamecode=180&seasoncode=E2019"
181;"January 23 18:00 CET";"CSKA Moscow";"81";"Valencia Basket";"70";"https://www.euroleague.net/main/results/showgame?gamecode=181&seasoncode=E2019"
182;"January 23 18:00 CET";"Zenit St Petersburg";"91";"Olympiacos Piraeus";"87";"https://www.euroleague.net/main/results/showgame?gamecode=182&seasoncode=E2019"
183;"January 23 20:30 CET";"FC Bayern Munich";"80";"Maccabi FOX Tel Aviv";"68";"https://www.euroleague.net/main/results/showgame?gamecode=183&seasoncode=E2019"
184;"January 23 21:00 CET";"FC Barcelona";"86";"Crvena Zvezda mts Belgrade";"82";"https://www.euroleague.net/main/results/showgame?gamecode=185&seasoncode=E2019"
185;"January 23 21:00 CET";"KIROLBET Baskonia Vitoria-Gasteiz";"83";"Khimki Moscow Region";"79";"https://www.euroleague.net/main/results/showgame?gamecode=184&seasoncode=E2019"
186;"January 24 18:45 CET";"Fenerbahce Beko Istanbul";"73";"AX Armani Exchange Milan";"64";"https://www.euroleague.net/main/results/showgame?gamecode=186&seasoncode=E2019"
187;"January 24 19:00 CET";"Zalgiris Kaunas";"104";"ALBA Berlin";"80";"https://www.euroleague.net/main/results/showgame?gamecode=187&seasoncode=E2019"
188;"January 24 20:30 CET";"Panathinaikos OPAP Athens";"100";"LDLC ASVEL Villeurbanne";"88";"https://www.euroleague.net/main/results/showgame?gamecode=188&seasoncode=E2019"
189;"January 24 21:00 CET";"Real Madrid";"75";"Anadolu Efes Istanbul";"80";"https://www.euroleague.net/main/results/showgame?gamecode=189&seasoncode=E2019"
190;"January 30 18:00 CET";"Khimki Moscow Region";"69";"CSKA Moscow";"78";"https://www.euroleague.net/main/results/showgame?gamecode=190&seasoncode=E2019"
191;"January 30 19:30 CET";"ALBA Berlin";"70";"Fenerbahce Beko Istanbul";"74";"https://www.euroleague.net/main/results/showgame?gamecode=191&seasoncode=E2019"
192;"January 30 20:00 CET";"Olympiacos Piraeus";"80";"KIROLBET Baskonia Vitoria-Gasteiz";"70";"https://www.euroleague.net/main/results/showgame?gamecode=192&seasoncode=E2019"
193;"January 30 20:05 CET";"Maccabi FOX Tel Aviv";"77";"Real Madrid";"81";"https://www.euroleague.net/main/results/showgame?gamecode=193&seasoncode=E2019"
194;"January 30 20:45 CET";"LDLC ASVEL Villeurbanne";"74";"Zalgiris Kaunas";"79";"https://www.euroleague.net/main/results/showgame?gamecode=194&seasoncode=E2019"
195;"January 30 21:00 CET";"FC Barcelona";"90";"Zenit St Petersburg";"72";"https://www.euroleague.net/main/results/showgame?gamecode=195&seasoncode=E2019"
196;"January 30 21:15 CET";"AX Armani Exchange Milan";"79";"FC Bayern Munich";"78";"https://www.euroleague.net/main/results/showgame?gamecode=197&seasoncode=E2019"
197;"January 31 19:00 CET";"Crvena Zvezda mts Belgrade";"78";"Anadolu Efes Istanbul";"85";"https://www.euroleague.net/main/results/showgame?gamecode=196&seasoncode=E2019"
198;"January 31 21:00 CET";"Valencia Basket";"94";"Panathinaikos OPAP Athens";"87";"https://www.euroleague.net/main/results/showgame?gamecode=198&seasoncode=E2019"
199;"February 4 18:00 CET";"CSKA Moscow";"80";"Anadolu Efes Istanbul";"82";"https://www.euroleague.net/main/results/showgame?gamecode=199&seasoncode=E2019"
200;"February 4 19:00 CET";"Zalgiris Kaunas";"94";"Olympiacos Piraeus";"69";"https://www.euroleague.net/main/results/showgame?gamecode=200&seasoncode=E2019"
201;"February 4 20:45 CET";"LDLC ASVEL Villeurbanne";"75";"FC Bayern Munich";"65";"https://www.euroleague.net/main/results/showgame?gamecode=202&seasoncode=E2019"
202;"February 4 20:45 CET";"AX Armani Exchange Milan";"96";"ALBA Berlin";"102";"https://www.euroleague.net/main/results/showgame?gamecode=201&seasoncode=E2019"
203;"February 4 21:00 CET";"Real Madrid";"70";"KIROLBET Baskonia Vitoria-Gasteiz";"69";"https://www.euroleague.net/main/results/showgame?gamecode=203&seasoncode=E2019"
204;"February 5 18:00 CET";"Zenit St Petersburg";"68";"Fenerbahce Beko Istanbul";"73";"https://www.euroleague.net/main/results/showgame?gamecode=204&seasoncode=E2019"
205;"February 5 19:00 CET";"Crvena Zvezda mts Belgrade";"78";"Panathinaikos OPAP Athens";"73";"https://www.euroleague.net/main/results/showgame?gamecode=205&seasoncode=E2019"
206;"February 5 20:05 CET";"Maccabi FOX Tel Aviv";"80";"Khimki Moscow Region";"77";"https://www.euroleague.net/main/results/showgame?gamecode=206&seasoncode=E2019"
207;"February 5 21:00 CET";"Valencia Basket";"76";"FC Barcelona";"77";"https://www.euroleague.net/main/results/showgame?gamecode=207&seasoncode=E2019"
208;"February 6 18:30 CET";"Anadolu Efes Istanbul";"96";"Zalgiris Kaunas";"91";"https://www.euroleague.net/main/results/showgame?gamecode=208&seasoncode=E2019"
209;"February 6 20:00 CET";"ALBA Berlin";"97";"Real Madrid";"103";"https://www.euroleague.net/main/results/showgame?gamecode=209&seasoncode=E2019"
210;"February 6 20:00 CET";"Olympiacos Piraeus";"72";"CSKA Moscow";"59";"https://www.euroleague.net/main/results/showgame?gamecode=210&seasoncode=E2019"
211;"February 6 21:00 CET";"KIROLBET Baskonia Vitoria-Gasteiz";"79";"LDLC ASVEL Villeurbanne";"65";"https://www.euroleague.net/main/results/showgame?gamecode=211&seasoncode=E2019"
212;"February 7 18:00 CET";"Khimki Moscow Region";"78";"Crvena Zvezda mts Belgrade";"72";"https://www.euroleague.net/main/results/showgame?gamecode=212&seasoncode=E2019"
213;"February 7 18:45 CET";"Fenerbahce Beko Istanbul";"77";"Maccabi FOX Tel Aviv";"78";"https://www.euroleague.net/main/results/showgame?gamecode=213&seasoncode=E2019"
214;"February 7 20:30 CET";"FC Bayern Munich";"59";"Valencia Basket";"66";"https://www.euroleague.net/main/results/showgame?gamecode=214&seasoncode=E2019"
215;"February 7 20:30 CET";"Panathinaikos OPAP Athens";"96";"Zenit St Petersburg";"81";"https://www.euroleague.net/main/results/showgame?gamecode=215&seasoncode=E2019"
216;"February 7 21:00 CET";"FC Barcelona";"84";"AX Armani Exchange Milan";"80";"https://www.euroleague.net/main/results/showgame?gamecode=216&seasoncode=E2019"
217;"February 20 18:00 CET";"Zenit St Petersburg";"81";"ALBA Berlin";"83";"https://www.euroleague.net/main/results/showgame?gamecode=217&seasoncode=E2019"
218;"February 20 18:15 CET";"Olympiacos Piraeus";"77";"LDLC ASVEL Villeurbanne";"68";"https://www.euroleague.net/main/results/showgame?gamecode=219&seasoncode=E2019"
219;"February 20 18:45 CET";"Fenerbahce Beko Istanbul";"65";"Real Madrid";"94";"https://www.euroleague.net/main/results/showgame?gamecode=218&seasoncode=E2019"
220;"February 20 20:45 CET";"AX Armani Exchange Milan";"69";"Khimki Moscow Region";"78";"https://www.euroleague.net/main/results/showgame?gamecode=220&seasoncode=E2019"
221;"February 20 21:00 CET";"KIROLBET Baskonia Vitoria-Gasteiz";"60";"Zalgiris Kaunas";"74";"https://www.euroleague.net/main/results/showgame?gamecode=221&seasoncode=E2019"
222;"February 21 19:00 CET";"Crvena Zvezda mts Belgrade";"81";"CSKA Moscow";"86";"https://www.euroleague.net/main/results/showgame?gamecode=222&seasoncode=E2019"
223;"February 21 20:30 CET";"FC Bayern Munich";"63";"Anadolu Efes Istanbul";"88";"https://www.euroleague.net/main/results/showgame?gamecode=223&seasoncode=E2019"
224;"February 21 20:30 CET";"Panathinaikos OPAP Athens";"81";"FC Barcelona";"92";"https://www.euroleague.net/main/results/showgame?gamecode=224&seasoncode=E2019"
225;"February 21 21:00 CET";"Valencia Basket";"82";"Maccabi FOX Tel Aviv";"85";"https://www.euroleague.net/main/results/showgame?gamecode=225&seasoncode=E2019"
226;"February 24 21:00 CET";"Real Madrid";"96";"Panathinaikos OPAP Athens";"78";"https://www.euroleague.net/main/results/showgame?gamecode=234&seasoncode=E2019"
227;"February 27 18:00 CET";"CSKA Moscow";"80";"FC Barcelona";"82";"https://www.euroleague.net/main/results/showgame?gamecode=226&seasoncode=E2019"
228;"February 27 18:00 CET";"Zenit St Petersburg";"68";"FC Bayern Munich";"77";"https://www.euroleague.net/main/results/showgame?gamecode=231&seasoncode=E2019"
229;"February 27 20:00 CET";"ALBA Berlin";"86";"Anadolu Efes Istanbul";"99";"https://www.euroleague.net/main/results/showgame?gamecode=227&seasoncode=E2019"
230;"February 27 20:05 CET";"Maccabi FOX Tel Aviv";"71";"Olympiacos Piraeus";"70";"https://www.euroleague.net/main/results/showgame?gamecode=228&seasoncode=E2019"
231;"February 27 21:00 CET";"KIROLBET Baskonia Vitoria-Gasteiz";"71";"Crvena Zvezda mts Belgrade";"56";"https://www.euroleague.net/main/results/showgame?gamecode=229&seasoncode=E2019"
232;"February 28 18:00 CET";"Khimki Moscow Region";"108";"LDLC ASVEL Villeurbanne";"79";"https://www.euroleague.net/main/results/showgame?gamecode=230&seasoncode=E2019"
233;"February 28 19:00 CET";"Zalgiris Kaunas";"105";"AX Armani Exchange Milan";"97";"https://www.euroleague.net/main/results/showgame?gamecode=232&seasoncode=E2019"
234;"February 28 21:00 CET";"Valencia Basket";"86";"Fenerbahce Beko Istanbul";"93";"https://www.euroleague.net/main/results/showgame?gamecode=233&seasoncode=E2019"
235;"March 3 18:00 CET";"CSKA Moscow";"86";"Zenit St Petersburg";"78";"https://www.euroleague.net/main/results/showgame?gamecode=235&seasoncode=E2019"
236;"March 3 19:00 CET";"Zalgiris Kaunas";"96";"Khimki Moscow Region";"85";"https://www.euroleague.net/main/results/showgame?gamecode=236&seasoncode=E2019"
237;"March 3 20:00 CET";"Olympiacos Piraeus";"81";"Panathinaikos OPAP Athens";"78";"https://www.euroleague.net/main/results/showgame?gamecode=237&seasoncode=E2019"
238;"March 3 20:45 CET";"LDLC ASVEL Villeurbanne";"72";"Valencia Basket";"65";"https://www.euroleague.net/main/results/showgame?gamecode=239&seasoncode=E2019"
239;"March 3 20:45 CET";"AX Armani Exchange Milan";"73";"Real Madrid";"78";"https://www.euroleague.net/main/results/showgame?gamecode=238&seasoncode=E2019"
240;"March 4 18:45 CET";"Fenerbahce Beko Istanbul";"66";"Crvena Zvezda mts Belgrade";"63";"https://www.euroleague.net/main/results/showgame?gamecode=240&seasoncode=E2019"
241;"March 4 20:00 CET";"ALBA Berlin";"80";"FC Barcelona";"84";"https://www.euroleague.net/main/results/showgame?gamecode=241&seasoncode=E2019"
242;"March 4 20:15 CET";"Maccabi FOX Tel Aviv";"77";"Anadolu Efes Istanbul";"75";"https://www.euroleague.net/main/results/showgame?gamecode=242&seasoncode=E2019"
243;"March 4 20:30 CET";"FC Bayern Munich";"71";"KIROLBET Baskonia Vitoria-Gasteiz";"80";"https://www.euroleague.net/main/results/showgame?gamecode=243&seasoncode=E2019"
244;"March 5 18:00 CET";"Zenit St Petersburg";"76";"Zalgiris Kaunas";"75";"https://www.euroleague.net/main/results/showgame?gamecode=244&seasoncode=E2019"
245;"March 5 20:00 CET";"Panathinaikos OPAP Athens";"66";"CSKA Moscow";"97";"https://www.euroleague.net/main/results/showgame?gamecode=245&seasoncode=E2019"
246;"March 5 21:00 CET";"Real Madrid";"87";"LDLC ASVEL Villeurbanne";"78";"https://www.euroleague.net/main/results/showgame?gamecode=246&seasoncode=E2019"
247;"March 5 21:00 CET";"Valencia Basket";"81";"AX Armani Exchange Milan";"83";"https://www.euroleague.net/main/results/showgame?gamecode=247&seasoncode=E2019"
248;"March 6 18:00 CET";"Khimki Moscow Region";"82";"Fenerbahce Beko Istanbul";"68";"https://www.euroleague.net/main/results/showgame?gamecode=248&seasoncode=E2019"
249;"March 6 18:30 CET";"Anadolu Efes Istanbul";"91";"Olympiacos Piraeus";"79";"https://www.euroleague.net/main/results/showgame?gamecode=249&seasoncode=E2019"
250;"March 6 19:00 CET";"Crvena Zvezda mts Belgrade";"92";"Maccabi FOX Tel Aviv";"76";"https://www.euroleague.net/main/results/showgame?gamecode=250&seasoncode=E2019"
251;"March 6 21:00 CET";"FC Barcelona";"83";"FC Bayern Munich";"80";"https://www.euroleague.net/main/results/showgame?gamecode=251&seasoncode=E2019"
252;"March 6 21:00 CET";"KIROLBET Baskonia Vitoria-Gasteiz";"73";"ALBA Berlin";"72";"https://www.euroleague.net/main/results/showgame?gamecode=252&seasoncode=E2019"
